id,category,dimension,sentence,emotion
2913,彩电,业务,性价比很高的电视机,好评
2914,彩电,业务,非常不错值得购买,好评
2915,彩电,业务,性价比也非常高,好评
2916,彩电,业务,整体性价比很好,好评
2917,彩电,业务,性价比还是比较高的,中评
2918,彩电,业务,性价比最高的电视,好评
2919,彩电,业务,性价比确实很高,好评
2920,彩电,业务,性价比相当不错,好评
2921,彩电,业务,超性价比,好评
2922,彩电,业务,性价比很高的一台电视,好评
2923,彩电,业务,性价比无敌,好评
2924,彩电,业务,性价比极好,好评
2925,彩电,业务,性价比更高的,好评
2926,彩电,业务,性价比超高的电视,好评
2927,彩电,业务,它性价比高,好评
2928,彩电,业务,是一款性价比很高的电视,好评
2929,彩电,业务,整体性价比高,好评
2930,彩电,业务,超划得来,好评
2931,彩电,业务,性价比是最高的,好评
2932,彩电,业务,长虹电视性价比高,好评
2933,彩电,业务,靠谱划算,好评
2934,彩电,业务,性价比蛮高,好评
2935,彩电,业务,感觉性价比高,好评
2936,彩电,业务,性价比相当高了,好评
2937,彩电,业务,性价比很高啦,好评
2938,彩电,业务,感觉物有所值,好评
2939,彩电,业务,高性价比,好评
2940,彩电,业务,性价比还是很高,好评
2941,彩电,业务,性价比很高很喜欢,好评
2942,彩电,业务,性价比满意,好评
2943,彩电,业务,这个价位值了,好评
2944,彩电,业务,性价比不错的电视,好评
2945,彩电,业务,这款彩电性价比较好,中评
2946,彩电,业务,性价比极高的电视,好评
2947,彩电,业务,性价比最高,好评
2948,彩电,业务,性价比特高,好评
2949,彩电,业务,性价比还算高,中评
2950,彩电,业务,性价比还行,中评
2951,彩电,业务,性价比还是挺高,好评
2952,彩电,业务,这电视是目前全网性价比最高的产品,好评
2953,彩电,业务,性价比一流,好评
2954,彩电,业务,性价比最高的一款电视,好评
2955,彩电,业务,性价比太好了,好评
2956,彩电,业务,性价比非常不错的电视,好评
2957,彩电,业务,性价比非常高了,好评
2958,彩电,业务,性价比极高的一款电视,好评
2959,彩电,业务,性价比已经很高了,好评
2960,彩电,业务,性价比值得,好评
2961,彩电,业务,性价比超级好,好评
2962,彩电,业务,性价比算高,好评
2963,彩电,业务,电视性价比最高就是kktv了,好评
2964,彩电,业务,性价比很高的液晶电视,好评
2965,彩电,业务,性价比最高的电视机,好评
2966,彩电,业务,这款性价比非常高,好评
2967,彩电,业务,性价比非常高的产品,好评
2968,彩电,业务,性价比很高呢,好评
2969,彩电,业务,性价比高很多,好评
2970,彩电,业务,机子性价比很高,好评
2971,彩电,业务,性价比超高啊,好评
2972,彩电,业务,最主要性价比高,好评
2973,彩电,业务,性价比确实比较高,中评
2974,彩电,业务,性价比很高的一款电视机,好评
2975,彩电,业务,性价比相当高,好评
2976,彩电,业务,性价比各方面都很棒,好评
2977,彩电,业务,这个价位很值了,好评
2978,彩电,业务,电视价廉物美,好评
2979,彩电,业务,性价比太高了,好评
2980,彩电,业务,性价比算是挺高的,好评
2981,彩电,业务,主要是性价比高,好评
2982,彩电,业务,这款电视性价比挺高的,好评
2983,彩电,业务,性价比挺好,好评
2984,彩电,业务,性价比还是可以,好评
2985,彩电,业务,性价比不错的一款,好评
2986,彩电,业务,性价比非常不错的,好评
2987,彩电,业务,绝对是性价比之王,好评
2988,彩电,业务,最关键的是性价比高,好评
2989,彩电,业务,高性价比的电视,好评
2990,彩电,业务,价比很高,好评
2991,彩电,业务,物美价兼,好评
2992,彩电,业务,性价比超高的一款,好评
2993,彩电,业务,性价比没得讲,好评
2994,彩电,业务,性价比还是很不错的,好评
2995,彩电,业务,性价比很高哈,好评
2996,彩电,业务,性价比都很高,好评
2997,彩电,业务,性价比没得说,好评
2998,彩电,业务,不错性价比高,好评
2999,彩电,业务,这款性价比很好,好评
3000,彩电,业务,性价比极其高,好评
3001,彩电,业务,性价比高高高,好评
3002,彩电,业务,这款性价比高,好评
3003,彩电,业务,性价比非常高的电视,好评
3004,彩电,业务,性价比高的产品,好评
3005,彩电,业务,性价比最高的一款,好评
3006,彩电,业务,性价比超好的产品,好评
3007,彩电,业务,性价比高的一款产品,好评
3008,彩电,业务,性价比高的一款电视,好评
3009,彩电,业务,网络电视性价比非常好,好评
3010,彩电,业务,值得起这个价,好评
3011,彩电,业务,性价比没的说,好评
3012,彩电,业务,性价比蛮好,好评
3013,彩电,业务,性价比很高的一款智能电视,好评
3014,彩电,业务,性价比还是高的,好评
3015,彩电,业务,性价比一般,中评
3016,彩电,业务,性价比不高,差评
3017,彩电,业务,性价比十足,好评
3018,彩电,业务,感觉性价比还行,中评
3019,彩电,业务,性价比低,差评
3020,彩电,业务,性价比自然,中评
3021,彩电,业务,一分价一分货,中评
3022,彩电,业务,性价比都没有,差评
3023,彩电,业务,希望性价比高,好评
3024,彩电,业务,性价比一般吧,中评
3025,彩电,业务,性价比一般般吧,中评
3026,彩电,业务,在同价位里面性价比一般,中评
3027,彩电,业务,性价比不是一般的好,好评
3028,彩电,业务,物有所值,好评
3029,彩电,业务,性价比确实合适,好评
3030,彩电,业务,电视性价比很高,好评
3031,彩电,业务,物美价廉,好评
3032,彩电,业务,物超所值,好评
3033,彩电,业务,性价比高,好评
3034,彩电,业务,性价比超高,好评
3035,彩电,业务,性价比很高的一款,好评
3036,彩电,业务,性价比很好,好评
3037,彩电,业务,性价比较高,中评
3038,彩电,业务,性价比真的很高,好评
3039,彩电,业务,还是性价比很高的,好评
3040,彩电,业务,性价比超高的,好评
3041,彩电,业务,性价比挺高,好评
3042,彩电,业务,性价比很赞,好评
3043,彩电,业务,性价比特别高,好评
3044,彩电,业务,性价比很高,好评
3045,彩电,业务,性价比比较高,中评
3046,彩电,业务,性价比还可以,中评
3047,彩电,业务,真的超高性价比,好评
3048,彩电,业务,性价比合适,好评
3049,彩电,业务,性价比不错,好评
3050,彩电,业务,一分钱一分货,中评
3051,彩电,业务,比较划算,中评
3052,彩电,业务,感觉性价比很高,好评
3053,彩电,业务,性价比超级高,好评
3054,彩电,业务,很超值,好评
3055,彩电,业务,性价比无敌了,好评
3056,彩电,业务,性价比非常高,好评
3057,彩电,业务,性价比极高的,好评
3058,彩电,业务,性价比高多了,好评
3059,彩电,业务,性价比好高,好评
3060,彩电,业务,性价比还是蛮高的,好评
3061,彩电,业务,电视性价比高,好评
3062,彩电,业务,性价比更高,好评
3063,彩电,业务,超高性价比,好评
3064,彩电,业务,性价比还是蛮好的,好评
3065,彩电,业务,性价比就是高,好评
3066,彩电,业务,性价比真的非常高,好评
3067,彩电,业务,性价比极高,好评
3068,彩电,业务,电视机性价比很高,好评
3069,彩电,业务,价格很划算,好评
3070,彩电,业务,绝对超值,好评
3071,彩电,业务,性价比好,好评
3072,彩电,业务,性价比很高哦,好评
3073,彩电,业务,性价比超好哦,好评
3074,彩电,业务,性价比又高,好评
3075,彩电,业务,性价比高啊,好评
3076,彩电,业务,性价比还是挺高的,好评
3077,彩电,业务,性价比非常好,好评
3078,彩电,业务,性价比也很高,好评
3079,彩电,业务,性价比还不错的,好评
3080,彩电,业务,很具性价比,好评
3081,彩电,业务,总体来说性价比挺高的,好评
3082,彩电,业务,性价比很高的一款产品,好评
3083,彩电,业务,性价比高的电视,好评
3084,彩电,业务,性价比挺高的,好评
3085,彩电,业务,海信电视性价比很高,好评
3086,彩电,业务,性价比也高,好评
3087,彩电,业务,性价比很高的一款机型,好评
3088,彩电,业务,性价比之王,好评
3089,彩电,业务,性价比应该不错的,好评
3090,彩电,业务,超值性价比,好评
3091,彩电,业务,性价比很高的,好评
3092,彩电,业务,好性价比高,好评
3093,彩电,业务,性价比可以,好评
3094,彩电,业务,算是性价比相当高了,好评
3095,彩电,业务,性价比很好的一款电视,好评
3096,彩电,业务,性价比很高的一款电视,好评
3097,彩电,业务,电视性价比不错,好评
3098,彩电,业务,无敌性价比,好评
3099,彩电,业务,性价比最高了,好评
3100,彩电,业务,性价比还不错,好评
3101,彩电,业务,价格性价比高,好评
3102,彩电,业务,性价比蛮高的,好评
3103,彩电,业务,性价比超值的电视,好评
3104,彩电,业务,这个价格很值,好评
3105,彩电,业务,性价比还是不错的,好评
3106,彩电,业务,这款电视性价比很高,好评
3107,彩电,业务,性价比最高的,好评
3108,彩电,业务,性价比突出,好评
3109,彩电,业务,性价比真高,好评
3110,彩电,业务,性价比挺好的,好评
3111,彩电,业务,性价比超好,好评
3112,彩电,业务,性价比很高的电视,好评
3113,彩电,业务,性价比较高的一款电视,中评
3114,彩电,业务,性价比满高的,好评
3115,彩电,业务,性价比比较高的,中评
3116,彩电,业务,性价比还是很高的,好评
3117,彩电,业务,这款的性价比可以的,好评
3118,彩电,业务,性价比算非常高了,好评
3119,彩电,业务,电视性价比还是不错的,好评
3120,彩电,业务,超划算,好评
3121,彩电,业务,性价比蛮好的,好评
3122,彩电,业务,性价比非常不错,好评
3123,彩电,业务,性价比还是可以的,好评
3124,彩电,业务,性价比还可以吧,中评
3125,彩电,业务,超高的性价比,好评
3126,彩电,业务,挺划算的,好评
3127,彩电,业务,不错性价比很高,好评
3128,彩电,业务,性价比第一,好评
3129,彩电,业务,性价比不错的,好评
3130,彩电,业务,性价比已经很高了完美,好评
3131,彩电,业务,非常具有性价比,好评
3132,彩电,业务,性价比高性价比高,好评
3133,彩电,业务,还是性价比不错的,好评
3134,彩电,业务,性价比超高的一款电视,好评
3135,彩电,业务,性价比很高了,好评
3136,彩电,业务,性价比超值,好评
3137,彩电,业务,电视很超值,好评
3138,彩电,业务,性价比很高的产品,好评
3139,彩电,业务,性价比很好的,好评
3140,彩电,业务,性价比也不错,好评
3141,彩电,业务,性价比很高啊,好评
3142,彩电,业务,性价比还算可以,中评
3143,彩电,业务,性价比确实不错,好评
3144,彩电,业务,超高性价比的,好评
3145,彩电,业务,性价比还好,中评
3146,彩电,业务,目前性价比最高的,好评
3147,彩电,业务,这款性价比很高,好评
3148,彩电,业务,性价比高的一台电视,好评
3149,彩电,业务,真心性价比高,好评
3150,彩电,业务,很有性价比,好评
3151,彩电,业务,总体性价比不错,好评
3152,彩电,业务,性价比还是不错,好评
3153,彩电,业务,一款性价比很高的产品,好评
3154,彩电,业务,性价比超级高的一款电视,好评
3155,彩电,业务,这款性价比挺高的,好评
3156,彩电,业务,性价比绝对高,好评
3157,彩电,业务,价格划算,好评
3158,彩电,业务,性价比高的了,好评
3159,彩电,业务,性价比很高的电视机,好评
3160,彩电,业务,非常不错值得购买,好评
3161,彩电,业务,性价比也非常高,好评
3162,彩电,业务,整体性价比很好,好评
3163,彩电,业务,性价比还是比较高的,中评
3164,彩电,业务,性价比最高的电视,好评
3165,彩电,业务,性价比确实很高,好评
3166,彩电,业务,性价比相当不错,好评
3167,彩电,业务,超性价比,好评
3168,彩电,业务,性价比很高的一台电视,好评
3169,彩电,业务,性价比无敌,好评
3170,彩电,业务,性价比极好,好评
3171,彩电,业务,性价比更高的,好评
3172,彩电,业务,性价比超高的电视,好评
3173,彩电,业务,它性价比高,好评
3174,彩电,业务,是一款性价比很高的电视,好评
3175,彩电,业务,整体性价比高,好评
3176,彩电,业务,超划得来,好评
3177,彩电,业务,性价比是最高的,好评
3178,彩电,业务,长虹电视性价比高,好评
3179,彩电,业务,靠谱划算,好评
3180,彩电,业务,性价比蛮高,好评
3181,彩电,业务,感觉性价比高,好评
3182,彩电,业务,性价比相当高了,好评
3183,彩电,业务,性价比很高啦,好评
3184,彩电,业务,感觉物有所值,好评
3185,彩电,业务,高性价比,好评
3186,彩电,业务,性价比还是很高,好评
3187,彩电,业务,性价比很高很喜欢,好评
3188,彩电,业务,性价比满意,好评
3189,彩电,业务,这个价位值了,好评
3190,彩电,业务,性价比不错的电视,好评
3191,彩电,业务,这款彩电性价比较好,中评
3192,彩电,业务,性价比极高的电视,好评
3193,彩电,业务,性价比最高,好评
3194,彩电,业务,性价比特高,好评
3195,彩电,业务,性价比还算高,中评
3196,彩电,业务,性价比还行,中评
3197,彩电,业务,性价比还是挺高,好评
3198,彩电,业务,这电视是目前全网性价比最高的产品,好评
3199,彩电,业务,性价比一流,好评
3200,彩电,业务,性价比最高的一款电视,好评
3201,彩电,业务,性价比太好了,好评
3202,彩电,业务,性价比非常不错的电视,好评
3203,彩电,业务,性价比非常高了,好评
3204,彩电,业务,性价比极高的一款电视,好评
3205,彩电,业务,性价比已经很高了,好评
3206,彩电,业务,性价比值得,好评
3207,彩电,业务,性价比超级好,好评
3208,彩电,业务,大品牌,好评
3209,彩电,业务,支持国货,好评
3210,彩电,业务,大品牌,好评
3211,彩电,业务,不愧是大品牌,好评
3212,彩电,业务,支持国货,好评
3213,彩电,业务,老牌子,好评
3214,彩电,业务,海尔大品牌,好评
3215,彩电,业务,第二台超级电视了,好评
3216,彩电,业务,买的都是创维的,好评
3217,彩电,业务,一线品牌,好评
3218,彩电,业务,康佳值得信赖,好评
3219,彩电,业务,一线品牌,好评
3220,彩电,业务,夏普值得信赖,好评
3221,彩电,业务,大品牌,好评
3222,彩电,业务,大品牌值得信赖,好评
3223,彩电,业务,大品牌,好评
3224,彩电,业务,夏普值得信赖,好评
3225,彩电,业务,值得信赖的品牌,好评
3226,彩电,业务,飞利浦大品牌,好评
3227,彩电,业务,国际品牌,好评
3228,彩电,业务,老牌子,好评
3229,彩电,业务,大品牌值得信赖,好评
3230,彩电,业务,大品牌值得信赖,好评
3231,彩电,业务,飞利浦大品牌,好评
3232,彩电,业务,一线品牌,好评
3233,彩电,业务,国际品牌,好评
3234,彩电,业务,大品牌,好评
3235,彩电,业务,支持国货,好评
3236,彩电,业务,长虹品牌值得信赖,好评
3237,彩电,业务,相信海信的质量,好评
3238,彩电,业务,海信电视真不错,好评
3239,彩电,业务,支持国货,好评
3240,彩电,业务,三星大品牌,好评
3241,彩电,业务,大品牌,好评
3242,彩电,业务,海信大品牌,好评
3243,彩电,业务,海信值得信赖,好评
3244,彩电,业务,大品牌,好评
3245,彩电,业务,支持乐视,好评
3246,彩电,业务,支持国产电视,好评
3247,彩电,业务,支持海信,好评
3248,彩电,业务,三星大品牌,好评
3249,彩电,业务,冲着牌子去买,好评
3250,彩电,业务,大品牌值得信赖,好评
3251,彩电,业务,一直都是海信,好评
3252,彩电,业务,创维大品牌值得信赖,好评
3253,彩电,业务,国产品牌也不错,好评
3254,彩电,业务,作为一个创维的老用户,好评
3255,彩电,业务,值得信赖的品牌,好评
3256,彩电,业务,国际品牌,好评
3257,彩电,业务,优点是大品牌,好评
3258,彩电,业务,tcl值得信赖,好评
3259,彩电,业务,支持国货,好评
3260,彩电,业务,值得信赖的品牌,好评
3261,彩电,业务,TCL品牌值得信赖,好评
3262,彩电,业务,老牌子,好评
3263,彩电,业务,TCL大品牌,好评
3264,彩电,业务,支持国货,好评
3265,彩电,业务,买的都是创维的,好评
3266,彩电,业务,康佳老品牌了,好评
3267,彩电,业务,长虹品牌值得信赖,好评
3268,彩电,业务,买海信真没买错,好评
3269,彩电,业务,支持国货,好评
3270,彩电,业务,国际品牌,好评
3271,彩电,业务,大品牌值得信赖,好评
3272,彩电,业务,康佳信得过,好评
3273,彩电,业务,康佳值得信赖,好评
3274,彩电,业务,支持国货,好评
3275,彩电,业务,夏普品牌值得信赖,好评
3276,彩电,业务,康佳老牌子了还是值得信赖的,好评
3277,彩电,业务,支持国产电视,好评
3278,彩电,业务,值得信赖的品牌,好评
3279,彩电,业务,海信大品牌,好评
3280,彩电,业务,海信这个品牌还是值得信赖得,好评
3281,彩电,业务,飞利浦品牌值得信赖,好评
3282,彩电,业务,大品牌值得信赖,好评
3283,彩电,业务,夏普品牌值得信赖,好评
3284,彩电,业务,大品牌,好评
3285,彩电,业务,夏普值得信赖,好评
3286,彩电,业务,一直用康佳电视,好评
3287,彩电,业务,做屏的厂家LG算是不错的,好评
3288,彩电,业务,大品牌,好评
3289,彩电,业务,信赖LG品牌,好评
3290,彩电,业务,做屏的厂家LG算是不错的,好评
3291,彩电,业务,飞利浦电视没的说,好评
3292,彩电,业务,不愧是大品牌,好评
3293,彩电,业务,老牌子,好评
3294,彩电,业务,支持国产电视,好评
3295,彩电,业务,老牌子,好评
3296,彩电,业务,海信值得信赖,好评
3297,彩电,业务,创维品牌值得信赖,好评
3298,彩电,业务,海信品牌值得信赖,好评
3299,彩电,业务,值得信赖的品牌,好评
3300,彩电,业务,海信值得信赖,好评
3301,彩电,业务,相信海信的质量,好评
3302,彩电,业务,创维值得信赖,好评
3303,彩电,业务,值得信赖的品牌,好评
3304,彩电,业务,一直信赖的品牌,好评
3305,彩电,业务,海信值得信赖,好评
3306,彩电,业务,大品牌,好评
3307,彩电,业务,夏普的性价比最高的,好评
3308,彩电,业务,康佳品牌不错,好评
3309,彩电,业务,老牌子,好评
3310,彩电,业务,支持国产电视,好评
3311,彩电,业务,支持国货,好评
3312,彩电,业务,大品牌,好评
3313,彩电,业务,创维值得信赖,好评
3314,彩电,业务,支持国货,好评
3315,彩电,业务,完全是小米的铁杆粉丝,好评
3316,彩电,业务,海信大品牌值得信赖,好评
3317,彩电,业务,相信海信的质量,好评
3318,彩电,业务,不愧是大品牌,好评
3319,彩电,业务,不过国产海信还是比较信赖,中评
3320,彩电,业务,康佳老品牌了,好评
3321,彩电,业务,做屏的厂家LG算是不错的,好评
3322,彩电,业务,国际品牌,好评
3323,彩电,业务,大品牌,好评
3324,彩电,业务,大品牌值得信赖,好评
3325,彩电,业务,康佳大品牌值得信赖,好评
3326,彩电,业务,康佳老品牌了,好评
3327,彩电,业务,大品牌,好评
3328,彩电,业务,老牌子,好评
3329,彩电,业务,海信电视就是好,好评
3330,彩电,业务,小米电视不错,好评
3331,彩电,业务,小米电视不错,好评
3332,彩电,业务,一直用长虹,好评
3333,彩电,业务,长虹大品牌值得信赖,好评
3334,彩电,业务,康佳老品牌,好评
3335,彩电,业务,KKTV值得信赖,好评
3336,彩电,业务,买了两台康佳,好评
3337,彩电,业务,康佳值得信赖,好评
3338,彩电,业务,买的第二台KKTV,好评
3339,彩电,业务,海尔真心不错,好评
3340,彩电,业务,创维很好,好评
3341,彩电,业务,一直用创维,好评
3342,彩电,业务,一直在用创维,好评
3343,彩电,业务,创维电视机很好,好评
3344,彩电,业务,创维电视不错,好评
3345,彩电,业务,喜欢创维品牌,好评
3346,彩电,业务,国产大品牌,好评
3347,彩电,业务,创维电视不错,好评
3348,彩电,业务,TCL大品牌值得信赖,好评
3349,彩电,业务,国产大品牌,好评
3350,彩电,业务,东芝品牌值得信赖,好评
3351,彩电,业务,大品牌值得信赖,好评
3352,彩电,业务,长虹给力,好评
3353,彩电,业务,长虹给力,好评
3354,彩电,业务,创维大品牌值得信赖,好评
3355,彩电,业务,相信大品牌,好评
3356,彩电,业务,一直用康佳,好评
3357,彩电,业务,大品牌值得信赖,好评
3358,彩电,业务,一直用三星,好评
3359,彩电,业务,夏普就是好,好评
3360,彩电,业务,联想值得信赖,好评
3361,彩电,业务,联想值得信赖,好评
3362,彩电,业务,买的第二台东芝,好评
3363,彩电,业务,长虹不错,好评
3364,彩电,业务,海信值得信赖,好评
3365,彩电,业务,创维第二台,好评
3366,彩电,业务,一直用长虹,好评
3367,彩电,业务,海信给力,好评
3368,彩电,业务,乐视就是不一样,好评
3369,彩电,业务,乐视值得信赖,好评
3370,彩电,业务,乐视就是好,好评
3371,彩电,业务,大品牌值得信赖,好评
3372,彩电,业务,国产大品牌,好评
3373,彩电,业务,大品牌值得信赖,好评
3374,彩电,业务,索尼电视不错,好评
3375,彩电,业务,创维第二台,好评
3376,彩电,业务,一直用东芝,好评
3377,彩电,业务,HKC可以,好评
3378,彩电,业务,国产不比进口差,好评
3379,彩电,业务,小米电视真的很好,好评
3380,彩电,业务,小米给力,好评
3381,彩电,业务,国产大品牌,好评
3382,彩电,业务,大品牌值得信赖,好评
3383,彩电,业务,统帅电视很不错,好评
3384,彩电,业务,小米就是好,好评
3385,彩电,业务,首选夏普,好评
3386,彩电,业务,大品牌值得信赖,好评
3387,彩电,业务,买的第二台夏普,好评
3388,彩电,业务,首选夏普,好评
3389,彩电,业务,康佳一如既往的好,好评
3390,彩电,业务,索尼电视不错,好评
3391,彩电,业务,大品牌值得信赖,好评
3392,彩电,业务,海信电视不错,好评
3393,彩电,业务,买的第二台飞利浦,好评
3394,彩电,业务,三星电视不错,好评
3395,彩电,业务,索尼电视没的说,好评
3396,彩电,业务,索尼很好,好评
3397,彩电,业务,松下电视很好,好评
3398,彩电,业务,一直用松下,好评
3399,彩电,业务,松下电视很好,好评
3400,彩电,业务,一直用TCL,好评
3401,彩电,业务,索尼电视很不错,好评
3402,彩电,业务,海尔电视不错,好评
3403,彩电,业务,海尔没的说,好评
3404,彩电,业务,大品牌值得信赖,好评
3405,彩电,业务,一直用夏普,好评
3406,彩电,业务,买了两台长虹,好评
3407,彩电,业务,一直用长虹,好评
3408,彩电,业务,联想值得信赖,好评
3409,彩电,业务,酷开电视真的很好,好评
3410,彩电,业务,国产大品牌,好评
3411,彩电,业务,海信电视不错,好评
3412,彩电,业务,长虹很赞,好评
3413,彩电,业务,买了两台TCL,好评
3414,彩电,业务,国产大品牌,好评
3415,彩电,业务,飞利浦大品牌值得信赖,好评
3416,彩电,业务,熊猫老品牌,好评
3417,彩电,业务,很好的国产品牌,好评
3418,彩电,业务,创维大品牌值得信赖,好评
3419,彩电,业务,冲着海尔的售后好,好评
3420,彩电,业务,不愧是大品牌,好评
3421,彩电,业务,国产品牌的骄傲,好评
3422,彩电,业务,海尔大品牌值得信赖,好评
3423,彩电,业务,海信电视陪伴我成长,好评
3424,彩电,业务,大品牌值得信赖,好评
3425,彩电,业务,国际品牌,好评
3426,彩电,业务,夏普的电视就是好,好评
3427,彩电,业务,支持国产电视,好评
3428,彩电,业务,大品牌,好评
3429,彩电,业务,三星大品牌,好评
3430,彩电,业务,海信电视陪伴我成长,好评
3431,彩电,业务,飞利浦牌子不错,好评
3432,彩电,业务,大品牌值得信赖,好评
3433,彩电,业务,还是夏普比较靠谱,中评
3434,彩电,业务,创维的老用户,好评
3435,彩电,业务,海信大品牌值得信赖,好评
3436,彩电,业务,信赖海信这个品牌,好评
3437,彩电,业务,值得信赖的品牌,好评
3438,彩电,业务,信赖LG品牌,好评
3439,彩电,业务,大品牌值得信赖,好评
3440,彩电,业务,海信电视陪伴我成长,好评
3441,彩电,业务,作为康佳的忠实用户,好评
3442,彩电,业务,一直信赖的品牌,好评
3443,彩电,业务,相信海信的质量,好评
3444,彩电,业务,相信海信的质量,好评
3445,彩电,业务,海信电视就是好,好评
3446,彩电,业务,支持国货,好评
3447,彩电,业务,支持国产支持创维,好评
3448,彩电,业务,创维品牌值得信赖,好评
3449,彩电,业务,支持国货,好评
3450,彩电,业务,三星大品牌,好评
3451,彩电,业务,康佳大品牌,好评
3452,彩电,业务,康佳电视很好,好评
3453,彩电,业务,康佳品牌值得信赖,好评
3454,彩电,业务,支持国产支持创维,好评
3455,彩电,业务,大品牌,好评
3456,彩电,业务,支持国货,好评
3457,彩电,业务,大品牌,好评
3458,彩电,业务,不愧是大品牌,好评
3459,彩电,业务,支持国货,好评
3460,彩电,业务,老牌子,好评
3461,彩电,业务,海尔大品牌,好评
3462,彩电,业务,第二台超级电视了,好评
3463,彩电,业务,买的都是创维的,好评
3464,彩电,业务,一线品牌,好评
3465,彩电,业务,康佳值得信赖,好评
3466,彩电,业务,一线品牌,好评
3467,彩电,业务,夏普值得信赖,好评
3468,彩电,业务,大品牌,好评
3469,彩电,业务,大品牌值得信赖,好评
3470,彩电,业务,大品牌,好评
3471,彩电,业务,夏普值得信赖,好评
3472,彩电,业务,值得信赖的品牌,好评
3473,彩电,业务,飞利浦大品牌,好评
3474,彩电,业务,国际品牌,好评
3475,彩电,业务,老牌子,好评
3476,彩电,业务,大品牌值得信赖,好评
3477,彩电,业务,大品牌值得信赖,好评
3478,彩电,业务,飞利浦大品牌,好评
3479,彩电,业务,一线品牌,好评
3480,彩电,业务,国际品牌,好评
3481,彩电,业务,大品牌,好评
3482,彩电,业务,支持国货,好评
3483,彩电,业务,长虹品牌值得信赖,好评
3484,彩电,业务,相信海信的质量,好评
3485,彩电,业务,海信电视真不错,好评
3486,彩电,业务,支持国货,好评
3487,彩电,业务,三星大品牌,好评
3488,彩电,业务,大品牌,好评
3489,彩电,业务,海信大品牌,好评
3490,彩电,业务,海信值得信赖,好评
3491,彩电,业务,大品牌,好评
3492,彩电,业务,支持乐视,好评
3493,彩电,业务,支持国产电视,好评
3494,彩电,业务,支持海信,好评
3495,彩电,业务,三星大品牌,好评
3496,彩电,业务,冲着牌子去买,好评
3497,彩电,业务,大品牌值得信赖,好评
3498,彩电,业务,一直都是海信,好评
3499,彩电,业务,创维大品牌值得信赖,好评
3500,彩电,业务,国产品牌也不错,好评
3501,彩电,业务,作为一个创维的老用户,好评
3502,彩电,业务,值得信赖的品牌,好评
3503,彩电,业务,国际品牌,好评
3504,彩电,业务,优点是大品牌,好评
3505,彩电,业务,tcl值得信赖,好评
3506,彩电,业务,支持国货,好评
3507,彩电,业务,值得信赖的品牌,好评
3508,彩电,业务,TCL品牌值得信赖,好评
3509,彩电,业务,老牌子,好评
3510,彩电,业务,支持国货,好评
3511,彩电,业务,完全是小米的铁杆粉丝,好评
3512,彩电,业务,海信大品牌值得信赖,好评
3513,彩电,业务,相信海信的质量,好评
3514,彩电,业务,不愧是大品牌,好评
3515,彩电,业务,不过国产海信还是比较信赖,中评
3516,彩电,业务,康佳老品牌了,好评
3517,彩电,业务,做屏的厂家LG算是不错的,好评
3518,彩电,业务,国际品牌,好评
3519,彩电,业务,大品牌,好评
3520,彩电,业务,大品牌值得信赖,好评
3521,彩电,业务,康佳大品牌值得信赖,好评
3522,彩电,业务,康佳老品牌了,好评
3523,彩电,业务,大品牌,好评
3524,彩电,业务,老牌子,好评
3525,彩电,业务,海信电视就是好,好评
3526,彩电,业务,小米电视不错,好评
3527,彩电,业务,小米电视不错,好评
3528,彩电,业务,一直用长虹,好评
3529,彩电,业务,长虹大品牌值得信赖,好评
3530,彩电,业务,康佳老品牌,好评
3531,彩电,业务,KKTV值得信赖,好评
3532,彩电,业务,买了两台康佳,好评
3533,彩电,业务,康佳值得信赖,好评
3534,彩电,业务,买的第二台KKTV,好评
3535,彩电,业务,海尔真心不错,好评
3536,彩电,业务,创维很好,好评
3537,彩电,业务,一直用创维,好评
3538,彩电,业务,一直在用创维,好评
3539,彩电,业务,创维电视机很好,好评
3540,彩电,业务,创维电视不错,好评
3541,彩电,业务,喜欢创维品牌,好评
3542,彩电,业务,国产大品牌,好评
3543,彩电,业务,创维电视不错,好评
3544,彩电,业务,TCL大品牌值得信赖,好评
3545,彩电,业务,国产大品牌,好评
3546,彩电,业务,东芝品牌值得信赖,好评
3547,彩电,业务,大品牌值得信赖,好评
3548,彩电,业务,长虹给力,好评
3549,彩电,业务,长虹给力,好评
3550,彩电,业务,创维大品牌值得信赖,好评
3551,彩电,业务,相信大品牌,好评
3552,彩电,业务,一直用康佳,好评
3553,彩电,业务,大品牌值得信赖,好评
3554,彩电,业务,一直用三星,好评
3555,彩电,业务,夏普就是好,好评
3556,彩电,业务,联想值得信赖,好评
3557,彩电,业务,联想值得信赖,好评
3558,彩电,业务,买的第二台东芝,好评
3559,彩电,业务,长虹不错,好评
3560,彩电,业务,海信值得信赖,好评
3561,彩电,业务,创维第二台,好评
3562,彩电,业务,一直用长虹,好评
3563,彩电,业务,支持国货,好评
3564,彩电,业务,三星大品牌,好评
3565,彩电,业务,大品牌,好评
3566,彩电,业务,海信大品牌,好评
3567,彩电,业务,海信值得信赖,好评
3568,彩电,业务,大品牌,好评
3569,彩电,业务,支持乐视,好评
3570,彩电,业务,支持国产电视,好评
3571,彩电,业务,支持海信,好评
3572,彩电,业务,三星大品牌,好评
3573,彩电,业务,冲着牌子去买,好评
3574,彩电,业务,大品牌值得信赖,好评
