id,category,dimension,sentence,emotion
1010,彩电,服务,安装调试很专业,好评
1011,彩电,服务,安装师傅也很不错,好评
1012,彩电,服务,安装师傅太专业了,好评
1013,彩电,服务,安装师傅专业,好评
1014,彩电,服务,安装师傅技术熟练,好评
1015,彩电,服务,师傅技术非常专业,好评
1016,彩电,服务,专业人员上门调试,好评
1017,彩电,服务,安装人员专业,好评
1018,彩电,服务,安装到位,好评
1019,彩电,服务,安装人员专业,好评
1020,彩电,服务,师傅也比较专业,中评
1021,彩电,服务,就是安装人员不专业,差评
1022,彩电,服务,安装不太好,中评
1023,彩电,服务,安装人员不专业,差评
1024,彩电,服务,就是安装人员不是很专业,差评
1025,彩电,服务,安装师傅不敢恭维,差评
1026,彩电,服务,厂家来装电视的不是很专业,差评
1027,彩电,服务,安装人员不够专业,中评
1028,彩电,服务,安装师傅不会连接网络,差评
1029,彩电,服务,连接无线时安装师傅没有搞定,差评
1030,彩电,服务,安装人员不给力,差评
1031,彩电,服务,售后上门安装不是很专业,差评
1032,彩电,服务,安装不太好,中评
1033,彩电,服务,安装技工感觉都是学徒,差评
1034,彩电,服务,只是安装师傅装的太高了,差评
1035,彩电,服务,对这安装的人五个差,差评
1036,彩电,服务,只给打开包装插起电视底座也不给调试好,差评
1037,彩电,服务,在安装时有点漫不经心,差评
1038,彩电,服务,安装师傅不太会,差评
1039,彩电,服务,安装是包给第三方做的,差评
1040,彩电,服务,安装的时候感觉那些工人技术不熟练,差评
1041,彩电,服务,就是安装人员不专业,差评
1042,彩电,服务,后来仔细看墙上的架子装的不水平,差评
1043,彩电,服务,安装之后电视稍微有一点倾斜,差评
1044,彩电,服务,安装人员不专业,差评
1045,彩电,服务,就是安装人员不专业,差评
1046,彩电,服务,安装不太好,中评
1047,彩电,服务,安装人员不专业,差评
1048,彩电,服务,就是安装人员不是很专业,差评
1049,彩电,服务,安装师傅不敢恭维,差评
1050,彩电,服务,厂家来装电视的不是很专业,差评
1051,彩电,服务,安装人员不够专业,中评
1052,彩电,服务,安装师傅不会连接网络,差评
1053,彩电,服务,连接无线时安装师傅没有搞定,差评
1054,彩电,服务,安装人员不给力,差评
1055,彩电,服务,售后上门安装不是很专业,差评
1056,彩电,服务,安装不太好,中评
1057,彩电,服务,安装技工感觉都是学徒,差评
1058,彩电,服务,就是安装人员不专业,差评
1059,彩电,服务,售后太慢,差评
1060,彩电,服务,售后太慢,差评
1061,彩电,服务,找客服都经常得不到答复,差评
1062,彩电,服务,找客服都经常得不到答复,差评
1063,彩电,服务,售后太慢,差评
1064,彩电,服务,售后太慢,差评
1065,彩电,服务,售后服务好,好评
1066,彩电,服务,售后服务也很好,好评
1067,彩电,服务,售后服务非常好,好评
1068,彩电,服务,售后服务也好,好评
1069,彩电,服务,售后服务挺好,好评
1070,彩电,服务,售后服务的态度很好,好评
1071,彩电,服务,售后服务挺好的,好评
1072,彩电,服务,售后服务很好,好评
1073,彩电,服务,售后服务特别好,好评
1074,彩电,服务,乐视对售后服务人员的管理还不行,中评
1075,彩电,服务,售后服务态度还真不怎么样,差评
1076,彩电,服务,售后服务不好,差评
1077,彩电,服务,售后服务都不错,好评
1078,彩电,服务,售后服务很棒,好评
1079,彩电,服务,售后服务也非常好,好评
1080,彩电,服务,售后服务给力,好评
1081,彩电,服务,售后服务也非常快,好评
1082,彩电,服务,索尼售后服务态度会一直这么好,好评
1083,彩电,服务,售后服务也到位,好评
1084,彩电,服务,售后服务人员也挺好的,好评
1085,彩电,服务,售后服务真心不错,好评
1086,彩电,服务,京东的售后服务很好,好评
1087,彩电,服务,送货及安装售后服务一流,好评
1088,彩电,服务,售后好,好评
1089,彩电,服务,服务也很好,好评
1090,彩电,服务,售后很给力,好评
1091,彩电,服务,服务一流,好评
1092,彩电,服务,服务也到位,好评
1093,彩电,服务,京东服务很好,好评
1094,彩电,服务,服务也好,好评
1095,彩电,服务,售后也好,好评
1096,彩电,服务,态度不好,差评
1097,彩电,服务,态度好,好评
1098,彩电,服务,售后态度也不错,好评
1099,彩电,服务,京东服务态度好,好评
1100,彩电,服务,售后也很好,好评
1101,彩电,服务,售后也不错,好评
1102,彩电,服务,服务态度还好,中评
1103,彩电,服务,售后服务有点不不敢恭维,差评
1104,彩电,服务,夏普的售后服务热情周到,好评
1105,彩电,服务,售后太差了,差评
1106,彩电,服务,服务也很到位,好评
1107,彩电,服务,店家服务态度好,好评
1108,彩电,服务,服务不好,差评
1109,彩电,服务,京东售后很好很热情,好评
1110,彩电,服务,创维售后也很给力,好评
1111,彩电,服务,售后电话打不通,差评
1112,彩电,服务,相互推诿,差评
1113,彩电,服务,售后挺好的,好评
1114,彩电,服务,希望售后方面给力些,中评
1115,彩电,服务,很不错的服务,好评
1116,彩电,服务,服务真好,好评
1117,彩电,服务,售后太差,差评
1118,彩电,服务,售后态度好,好评
1119,彩电,服务,京东的服务很好,好评
1120,彩电,服务,问客服没人理,差评
1121,彩电,服务,售后更好,好评
1122,彩电,服务,售后也比较给力,中评
1123,彩电,服务,苏宁服务太差劲了,差评
1124,彩电,服务,产品售后商服务也好,好评
1125,彩电,服务,京东服务态度良好,好评
1126,彩电,服务,京东服务态度很好,好评
1127,彩电,服务,厂家商家服务态度超好,好评
1128,彩电,服务,服务态度超级好,好评
1129,彩电,服务,售后态度超好,好评
1130,彩电,服务,客服也很热心,好评
1131,彩电,服务,客服服务态度也很好,好评
1132,彩电,服务,服务也很给力,好评
1133,彩电,服务,客服一般,中评
1134,彩电,服务,售后态度很好,好评
1136,彩电,服务,京东的服务态度很好,好评
1137,彩电,服务,售后服务也很热情,好评
1138,彩电,服务,售后还是不错的,好评
1139,彩电,服务,售后态度不错,好评
1140,彩电,服务,售后挺好,好评
1141,彩电,服务,售后态度恶劣,差评
1142,彩电,服务,售后还是可以的,好评
1143,彩电,服务,客服各种敷衍,差评
1144,彩电,服务,服务细心,好评
1145,彩电,服务,售后客服人员的服务态度很好,好评
1146,彩电,服务,卖家服务态度不错,好评
1147,彩电,服务,售后的人员素质真低,差评
1148,彩电,服务,售后态度也好,好评
1149,彩电,服务,服务也很厚好,好评
1150,彩电,服务,客服人员声音甜美,好评
1151,彩电,服务,京东售后太差,差评
1152,彩电,服务,售后确实不错,好评
1153,彩电,服务,客服也非常耐心,好评
1154,彩电,服务,售后极慢,差评
1155,彩电,服务,售后不大好,中评
1156,彩电,服务,售后超级烂,差评
1157,彩电,服务,京东服务太好了,好评
1158,彩电,服务,售后小弟比较热情,中评
1159,彩电,服务,京东的售后还是不错的,好评
1160,彩电,服务,客服挺不错的,好评
1161,彩电,服务,服务态度没话说,好评
1162,彩电,服务,售后服务有点不理想,中评
1163,彩电,服务,售后服务安装人员态度极好,好评
1164,彩电,服务,售后跟踪客服尽心尽职,好评
1165,彩电,服务,毛毛的服务也很耐心,好评
1166,彩电,服务,京东的售后服务不错,好评
1167,彩电,服务,希望售后服务能跟上吧,中评
1168,彩电,服务,售后差了点,中评
1169,彩电,服务,客服售后服务好,好评
1170,彩电,服务,售后人员萧峰很耐心的跟我讲解,好评
1171,彩电,服务,售后服务好一点,中评
1172,彩电,服务,长虹的服务真的很好,好评
1173,彩电,服务,客服不厌其烦的回答,好评
1174,彩电,服务,服务Ok,好评
1175,彩电,服务,售后还是比较给力,中评
1176,彩电,服务,他的售前售后服务是相当热情的,好评
1177,彩电,服务,打电话到创维客服细心解答,好评
1178,彩电,服务,京东的服务超级好,好评
1179,彩电,服务,售后服务太慢,差评
1180,彩电,服务,京东服务态度更好,好评
1181,彩电,服务,京东电话客服态度差,差评
1182,彩电,服务,京东服务态度非常棒,好评
1183,彩电,服务,服务点服务态度不咋样,差评
1184,彩电,服务,京东服务态度挺好的,好评
1185,彩电,服务,售后让人满意和放心,好评
1186,彩电,服务,lg售后很好,好评
1187,彩电,服务,不满意售后客服服务,差评
1188,彩电,服务,售后也有跟踪,好评
1189,彩电,服务,客服不得不说真的是太慢的,差评
1190,彩电,服务,客服人员讲解耐心细致,好评
1191,彩电,服务,售后客服还不错,好评
1192,彩电,服务,售后也不怕麻烦,好评
1193,彩电,服务,京东售后还是很好很快的,好评
1194,彩电,服务,客服很好售后很好服务到位,好评
1195,彩电,服务,京东的售后还算可以,好评
1196,彩电,服务,售后人员服务也好,好评
1197,彩电,服务,京东的态度相当好,好评
1198,彩电,服务,服务态度依然很好,好评
1199,彩电,服务,当地售后进门第一句就是你为什么不在京东买呢,差评
1200,彩电,服务,售后反应比较慢,中评
1201,彩电,服务,要求售后上门调试好像不太情愿,中评
1202,彩电,服务,跟售后大战几回合后直接挂我电话,差评
1203,彩电,服务,售后确实很给力,好评
1204,彩电,服务,售后服务十分十分差,差评
1205,彩电,服务,京东的售后很棒,好评
1206,彩电,服务,京东服务态度比较好,中评
1207,彩电,服务,总体上售后客服都表现不错,好评
1208,彩电,服务,售后服务太不像话,差评
1209,彩电,服务,客服阿新服务态度很好,好评
1210,彩电,服务,我要求延长收货时间也是各种傲娇把我拒绝了,差评
1211,彩电,服务,对客服态度严重不满意,差评
1212,彩电,服务,京东超好的售后服务,好评
1213,彩电,服务,京东服务态度真的很好,好评
1214,彩电,服务,售后好的一塌糊涂,好评
1215,彩电,服务,飞利浦的售后很差,差评
1216,彩电,服务,买了之后师傅迟迟不上门安装,差评
1217,彩电,服务,夏普维修点不配合找各种理由不马上维修,差评
1218,彩电,服务,客服售后很热情,好评
1219,彩电,服务,售后反应速度很慢,差评
1220,彩电,服务,京东服务态度一流,好评
1221,彩电,服务,态度不好,差评
1222,彩电,服务,售后太差,差评
1223,彩电,服务,态度不好,差评
1224,彩电,服务,服务不好,差评
1225,彩电,服务,态度不好,差评
1226,彩电,服务,态度不好,差评
1227,彩电,服务,服务不好,差评
1228,彩电,服务,态度不好,差评
1229,彩电,服务,服务态度超级好,好评
1230,彩电,服务,售后很给力,好评
1231,彩电,服务,服务也好,好评
1232,彩电,服务,售后服务也好,好评
1233,彩电,服务,态度好,好评
1234,彩电,服务,服务真好,好评
1235,彩电,服务,服务也好,好评
1236,彩电,服务,售后服务好,好评
1237,彩电,服务,售后态度超好,好评
1238,彩电,服务,服务也好,好评
1239,彩电,服务,服务也很到位,好评
1240,彩电,服务,售后服务也很好,好评
1241,彩电,服务,售后服务好,好评
1242,彩电,服务,服务也很好,好评
1243,彩电,服务,服务也好,好评
1244,彩电,服务,服务也很好,好评
1245,彩电,服务,服务一流,好评
1246,彩电,服务,售后服务很好,好评
1247,彩电,服务,服务也好,好评
1248,彩电,服务,客服也很热心,好评
1249,彩电,服务,客服也很热心,好评
1250,彩电,服务,售后不错,好评
1251,彩电,服务,服务也很好,好评
1252,彩电,服务,服务也很好,好评
1253,彩电,服务,服务也好,好评
1254,彩电,服务,服务也到位,好评
1255,彩电,服务,服务一流,好评
1256,彩电,服务,店家服务态度好,好评
1257,彩电,服务,店家服务态度好,好评
1258,彩电,服务,售后也不错,好评
1259,彩电,服务,服务也好,好评
1260,彩电,服务,服务也很好,好评
1261,彩电,服务,服务态度超级好,好评
1262,彩电,服务,服务也很到位,好评
1263,彩电,服务,售后也不错,好评
1264,彩电,服务,售后服务好,好评
1265,彩电,服务,服务也很到位,好评
1266,彩电,服务,售后也很好,好评
1267,彩电,服务,态度好,好评
1268,彩电,服务,服务一流,好评
1269,彩电,服务,服务也很到位,好评
1270,彩电,服务,服务也很到位,好评
1271,彩电,服务,客服也很热心,好评
1272,彩电,服务,售后很给力,好评
1273,彩电,服务,服务也很好,好评
1274,彩电,服务,服务也好,好评
1275,彩电,服务,服务一流,好评
1276,彩电,服务,服务也好,好评
1277,彩电,服务,客服也很热心,好评
1278,彩电,服务,服务也好,好评
1279,彩电,服务,服务也很好,好评
1280,彩电,服务,服务也很好,好评
1281,彩电,服务,客服服务态度也很好,好评
1282,彩电,服务,售后好,好评
1283,彩电,服务,服务也好,好评
1284,彩电,服务,服务也很好,好评
1285,彩电,服务,店家服务态度好,好评
1286,彩电,服务,服务也很好,好评
1287,彩电,服务,服务也很好,好评
1288,彩电,服务,售后服务很好,好评
1289,彩电,服务,服务也好,好评
1290,彩电,服务,售后服务好,好评
1291,彩电,服务,服务也很好,好评
1292,彩电,服务,服务也很好,好评
1293,彩电,服务,服务也好,好评
1294,彩电,服务,服务一流,好评
1295,彩电,服务,服务也很好,好评
1296,彩电,服务,服务也好,好评
1297,彩电,服务,服务也很好,好评
1298,彩电,服务,服务也好,好评
1299,彩电,服务,服务也好,好评
1300,彩电,服务,售后也不错,好评
1301,彩电,服务,服务一流,好评
1302,彩电,服务,服务也到位,好评
1303,彩电,服务,服务也很好,好评
1304,彩电,服务,态度好,好评
1305,彩电,服务,态度好,好评
1306,彩电,服务,服务也很到位,好评
1307,彩电,服务,服务也很好,好评
1308,彩电,服务,服务一流,好评
1309,彩电,服务,服务也很好,好评
1310,彩电,服务,服务也好,好评
1311,彩电,服务,服务也很好,好评
1312,彩电,服务,服务也很好,好评
1313,彩电,服务,服务一流,好评
1314,彩电,服务,服务也很好,好评
1315,彩电,服务,服务也很好,好评
1316,彩电,服务,售后好,好评
1317,彩电,服务,售后好,好评
1318,彩电,服务,服务也很好,好评
1319,彩电,服务,售后服务也好,好评
1320,彩电,服务,服务也很到位,好评
1321,彩电,服务,态度好,好评
1322,彩电,服务,服务也很好,好评
1323,彩电,服务,服务一流,好评
1324,彩电,服务,态度好,好评
1325,彩电,服务,服务也很好,好评
1326,彩电,服务,态度好,好评
1327,彩电,服务,服务也好,好评
1328,彩电,服务,服务也好,好评
1329,彩电,服务,态度好,好评
1330,彩电,服务,服务也很好,好评
1331,彩电,服务,态度好,好评
1332,彩电,服务,售后服务很好,好评
1333,彩电,服务,服务态度超级好,好评
1334,彩电,服务,服务也好,好评
1335,彩电,服务,京东服务很好,好评
1336,彩电,服务,京东服务很好,好评
1337,彩电,服务,售后服务也很好,好评
1338,彩电,服务,售后也不错,好评
1339,彩电,服务,服务真好,好评
1340,彩电,服务,服务也很好,好评
1341,彩电,服务,服务一流,好评
1342,彩电,服务,态度好,好评
1343,彩电,服务,态度好,好评
1344,彩电,服务,态度好,好评
1345,彩电,服务,服务也很好,好评
1346,彩电,服务,服务也好,好评
1347,彩电,服务,服务也很好,好评
1348,彩电,服务,服务也很好,好评
1349,彩电,服务,客服一般,中评
1350,彩电,服务,客服一般,中评
1351,彩电,服务,客服一般,中评
1352,彩电,服务,客服一般,中评
1353,彩电,服务,客服一般吧,中评
1354,彩电,服务,客服一般,中评
1355,彩电,服务,客服一般,中评
1356,彩电,服务,客服一般,中评
1357,彩电,服务,客服一般,中评
1358,彩电,服务,客服一般,中评
1359,彩电,服务,客服一般,中评
1360,彩电,服务,客服一般,中评
1361,彩电,服务,服务也很好,好评
1362,彩电,服务,售后服务好,好评
1363,彩电,服务,服务也很好,好评
1364,彩电,服务,态度好,好评
1365,彩电,服务,售后也好,好评
1366,彩电,服务,态度好,好评
1367,彩电,服务,服务一流,好评
1368,彩电,服务,服务一流,好评
1369,彩电,服务,售后服务好,好评
1370,彩电,服务,服务一流,好评
1371,彩电,服务,服务也好,好评
1372,彩电,服务,售后也很好,好评
1373,彩电,服务,服务也很好,好评
1374,彩电,服务,售后也不错,好评
1375,彩电,服务,售后服务也很好,好评
1376,彩电,服务,很不错的服务,好评
1377,彩电,服务,售后也不错,好评
1378,彩电,服务,态度好,好评
1379,彩电,服务,售后服务非常好,好评
1380,彩电,服务,服务也很好,好评
1381,彩电,服务,售后服务也很好,好评
1382,彩电,服务,服务也好,好评
1383,彩电,服务,服务也好,好评
1384,彩电,服务,售后服务也很好,好评
1385,彩电,服务,态度好,好评
1386,彩电,服务,服务一流,好评
1387,彩电,服务,服务也很到位,好评
1388,彩电,服务,服务也很好,好评
1389,彩电,服务,服务也很到位,好评
1390,彩电,服务,服务也很好,好评
1391,彩电,服务,售后也好,好评
1392,彩电,服务,服务也好,好评
1393,彩电,服务,服务也很好,好评
1394,彩电,服务,服务也很好,好评
1395,彩电,服务,售后态度不错,好评
1396,彩电,服务,售后服务也好,好评
1397,彩电,服务,态度好,好评
1398,彩电,服务,态度好,好评
1399,彩电,服务,京东服务很好,好评
1400,彩电,服务,售后服务很好,好评
1401,彩电,服务,售后好,好评
1402,彩电,服务,服务态度没话说,好评
1403,彩电,服务,售后好,好评
1404,彩电,服务,京东服务态度很好,好评
1405,彩电,服务,服务也到位,好评
1406,彩电,服务,态度好,好评
1407,彩电,服务,很不错的服务,好评
1408,彩电,服务,服务也很好,好评
1409,彩电,服务,售后也很好,好评
1410,彩电,服务,态度好,好评
1411,彩电,服务,售后服务也很好,好评
1412,彩电,服务,服务一流,好评
1413,彩电,服务,服务也好,好评
1414,彩电,服务,服务也好,好评
1415,彩电,服务,售后也很好,好评
1416,彩电,服务,售后好,好评
1417,彩电,服务,售后好,好评
1418,彩电,服务,售后好,好评
1419,彩电,服务,售后服务很好,好评
1420,彩电,服务,京东的服务超级好,好评
1421,彩电,服务,京东服务很好,好评
1422,彩电,服务,售后好,好评
1423,彩电,服务,售后服务好,好评
1424,彩电,服务,服务也很好,好评
1425,彩电,服务,服务也很到位,好评
1426,彩电,服务,售后服务好,好评
1427,彩电,服务,售后服务也很好,好评
1428,彩电,服务,服务也很好,好评
1429,彩电,服务,服务也很好,好评
1430,彩电,服务,服务一流,好评
1431,彩电,服务,态度好,好评
1432,彩电,服务,态度好,好评
1433,彩电,服务,售后服务也很好,好评
1434,彩电,服务,服务也很好,好评
1435,彩电,服务,售后服务很好,好评
1436,彩电,服务,态度好,好评
1437,彩电,服务,态度好,好评
1438,彩电,服务,态度好,好评
1439,彩电,服务,售后很给力,好评
1440,彩电,服务,态度好,好评
1441,彩电,服务,服务一流,好评
1442,彩电,服务,店家服务态度好,好评
1443,彩电,服务,售后服务很好,好评
1444,彩电,服务,服务也很好,好评
1445,彩电,服务,态度好,好评
1446,彩电,服务,售后服务好,好评
1447,彩电,服务,服务也很好,好评
1448,彩电,服务,服务也很好,好评
1449,彩电,服务,售后服务好,好评
1450,彩电,服务,服务也很好,好评
1451,彩电,服务,服务一流,好评
1452,彩电,服务,服务也很好,好评
1453,彩电,服务,态度好,好评
1454,彩电,服务,态度好,好评
1455,彩电,服务,售后服务好,好评
1456,彩电,服务,态度好,好评
1457,彩电,服务,售后服务也很好,好评
1458,彩电,服务,态度好,好评
1459,彩电,服务,态度好,好评
1460,彩电,服务,服务也很好,好评
1461,彩电,服务,服务也到位,好评
1462,彩电,服务,售后好,好评
1463,彩电,服务,服务也很好,好评
1464,彩电,服务,态度好,好评
1465,彩电,服务,服务也很好,好评
1466,彩电,服务,态度好,好评
1467,彩电,服务,售后服务特别好,好评
1468,彩电,服务,售后好,好评
1469,彩电,服务,态度好,好评
1470,彩电,服务,服务也很好,好评
1471,彩电,服务,服务也很好,好评
1472,彩电,服务,服务一流,好评
1473,彩电,服务,售后还是比较给力,中评
1474,彩电,服务,态度好,好评
1475,彩电,服务,服务也好,好评
1476,彩电,服务,售后也不怕麻烦,好评
1477,彩电,服务,店家服务态度好,好评
1478,彩电,服务,服务一流,好评
1479,彩电,服务,服务也好,好评
1480,彩电,服务,服务也很好,好评
1481,彩电,服务,服务也好,好评
1482,彩电,服务,服务也很好,好评
1483,彩电,服务,售后服务好,好评
1484,彩电,服务,态度好,好评
1485,彩电,服务,服务也很好,好评
1486,彩电,服务,售后态度也好,好评
1487,彩电,服务,服务也好,好评
1488,彩电,服务,服务也很好,好评
1489,彩电,服务,售后服务也很好,好评
1490,彩电,服务,客服也非常耐心,好评
1491,彩电,服务,态度好,好评
1492,彩电,服务,服务也好,好评
1493,彩电,服务,服务真好,好评
1494,彩电,服务,服务也很好,好评
1495,彩电,服务,服务也很好,好评
1496,彩电,服务,售后也很好,好评
1497,彩电,服务,售后服务好,好评
1498,彩电,服务,服务也很好,好评
1499,彩电,服务,服务也很好,好评
1500,彩电,服务,服务态度还好,中评
1501,彩电,服务,售后也好,好评
1502,彩电,服务,服务也好,好评
1503,彩电,服务,服务也很好,好评
1504,彩电,服务,服务也很好,好评
1505,彩电,服务,服务也好,好评
1506,彩电,服务,售后好,好评
1507,彩电,服务,服务也好,好评
1508,彩电,服务,售后服务都不错,好评
1509,彩电,服务,态度好,好评
1510,彩电,服务,服务一流,好评
1511,彩电,服务,服务也到位,好评
1512,彩电,服务,售后也很好,好评
1513,彩电,服务,售后也很好,好评
1514,彩电,服务,售后服务好,好评
1515,彩电,服务,服务也好,好评
1516,彩电,服务,售后还是可以的,好评
1517,彩电,服务,售后服务也非常好,好评
1518,彩电,服务,售后服务好,好评
1519,彩电,服务,服务也很好,好评
1520,彩电,服务,服务也很好,好评
1521,彩电,服务,服务也好,好评
1522,彩电,服务,售后也好,好评
1523,彩电,服务,态度不好,差评
1524,彩电,服务,售后太差了,差评
1525,彩电,服务,态度不好,差评
1526,彩电,服务,态度不好,差评
1527,彩电,服务,态度不好,差评
1528,彩电,服务,售后太差了,差评
1529,彩电,服务,服务不好,差评
1530,彩电,服务,售后太差,差评
1531,彩电,服务,售后太差,差评
1532,彩电,服务,售后太差,差评
1533,彩电,服务,态度不好,差评
1534,彩电,服务,服务不好,差评
1535,彩电,服务,售后太差,差评
1536,彩电,服务,售后太差,差评
1537,彩电,服务,态度不好,差评
1538,彩电,服务,售后太差,差评
1539,彩电,服务,售后服务不好,差评
1540,彩电,服务,客服一般,中评
1541,彩电,服务,客服一般,中评
1542,彩电,服务,客服一般,中评
1543,彩电,服务,客服一般,中评
1544,彩电,服务,客服一般,中评
1545,彩电,服务,客服一般,中评
1546,彩电,服务,售后服务好,好评
1547,彩电,服务,服务也很到位,好评
1548,彩电,服务,售后也好,好评
1549,彩电,服务,服务也很到位,好评
1550,彩电,服务,服务也好,好评
1551,彩电,服务,服务也到位,好评
1552,彩电,服务,服务也好,好评
1553,彩电,服务,态度好,好评
1554,彩电,服务,服务也好,好评
1555,彩电,服务,服务态度超级好,好评
1556,彩电,服务,售后服务好,好评
1557,彩电,服务,态度好,好评
1558,彩电,服务,售后好,好评
1559,彩电,服务,态度好,好评
1560,彩电,服务,态度好,好评
1561,彩电,服务,服务也很好,好评
1562,彩电,服务,态度好,好评
1563,彩电,服务,服务也好,好评
1564,彩电,服务,售后好,好评
1565,彩电,服务,就是三星的售后服务太垃圾,差评
1566,彩电,服务,售后服务挺好,好评
1567,彩电,服务,售后服务超好,好评
1568,彩电,服务,售后服务还不错,好评
1569,彩电,服务,售后服务不错,好评
1570,彩电,服务,售后服务很好,好评
1571,彩电,服务,售后服务好,好评
1572,彩电,服务,售后服务超级棒,好评
1573,彩电,服务,售后服务态度好,好评
1574,彩电,服务,售后服务一流,好评
1575,彩电,服务,售后服务差,差评
1576,彩电,服务,售后服务满意,好评
1577,彩电,服务,售后服务很赞,好评
1578,彩电,服务,售后服务很棒,好评
1579,彩电,服务,售后服务有待提高,中评
1580,彩电,服务,售后服务及时,好评
1581,彩电,服务,售后服务不怎么样,中评
1582,彩电,服务,售后服务非常好,好评
1583,彩电,服务,售后服务更好,好评
1584,彩电,服务,售后服务态度很好,好评
1585,彩电,服务,售后服务认真,好评
1586,彩电,服务,售后服务还行,中评
1587,彩电,服务,售后服务不敢恭维,差评
1588,彩电,服务,售后服务都不错,好评
1589,彩电,服务,售后服务差点,中评
1590,彩电,服务,售后服务到位,好评
1591,彩电,服务,售后服务太差,差评
1592,彩电,服务,售后服务太差了,差评
1593,彩电,服务,售后服务负责,好评
1594,彩电,服务,售后服务不行,差评
1595,彩电,服务,售后服务还可以,中评
1596,彩电,服务,售后服务送货快,好评
1597,彩电,服务,售后服务超级差,差评
1598,彩电,服务,售后服务有保障,好评
1599,彩电,服务,售后服务送货上门,好评
1600,彩电,服务,售后服务很不错,好评
1601,彩电,服务,售后服务上门安装,好评
1602,彩电,服务,售后服务跟不上,中评
1603,彩电,服务,售后服务热情,好评
1604,彩电,服务,售后服务很快,好评
1605,彩电,服务,售后服务超差,差评
1606,彩电,服务,售后服务比较满意,中评
1607,彩电,服务,售后服务一般,中评
1608,彩电,服务,售后服务赞一个,好评
1609,彩电,服务,售后服务不是很好,中评
1610,彩电,服务,售后服务非常棒,好评
1611,彩电,服务,售后服务不好,差评
1612,彩电,服务,售后服务态度不错,好评
1613,彩电,服务,售后服务特别好,好评
1614,彩电,服务,售后服务十分,好评
1615,彩电,服务,售后服务真心不错,好评
1616,彩电,服务,售后服务方便,好评
1617,彩电,服务,售后服务差劲,差评
1618,彩电,服务,售后服务非常及时,好评
1619,彩电,服务,售后服务不满意,差评
1620,彩电,服务,售后服务很差,差评
1621,彩电,服务,售后服务比较好,中评
1622,彩电,服务,售后服务非常不错,好评
1623,彩电,服务,售后服务还好,好评
1624,彩电,服务,售后服务ok,好评
1625,彩电,服务,售后服务更给力,好评
1626,彩电,服务,售后服务不咋地,差评
1627,彩电,服务,售后服务良好,好评
1628,彩电,服务,售后服务耐心,好评
1629,彩电,服务,售后服务很及时,好评
1630,彩电,服务,售后服务快,好评
1631,彩电,服务,售后服务非常满意,好评
1632,彩电,服务,售后服务质量好,好评
1633,彩电,服务,售后服务垃圾,差评
1634,彩电,服务,售后服务极差,差评
1635,彩电,服务,售后服务方便快捷,好评
1636,彩电,服务,售后服务给力,好评
1637,彩电,服务,售后服务上门,好评
1638,彩电,服务,售后服务周到,好评
1639,彩电,服务,售后很好,好评
1640,彩电,服务,售后给力,好评
1641,彩电,服务,售后很赞,好评
1642,彩电,服务,售后很快的修好了,好评
1643,彩电,服务,售后都不错,好评
1644,彩电,服务,售后的技术问题有些都解决不了,差评
1645,彩电,服务,售后不咋样,差评
1646,彩电,服务,售后一般,中评
1647,彩电,服务,售后方便,好评
1648,彩电,服务,售后到位,好评
1649,彩电,服务,拥有国内最强的售后,好评
1650,彩电,服务,京东售后好,好评
1651,彩电,服务,就是售后一般,中评
1652,彩电,服务,售后快,好评
1653,彩电,服务,售后放心,好评
1654,彩电,服务,售后真的很棒,好评
1655,彩电,服务,LG售后不行,差评
1656,彩电,服务,售后反应很快,好评
1657,彩电,服务,海信售后不错,好评
1658,彩电,服务,唯一不满意的是夏普售后,差评
1659,彩电,服务,售后也很负责人,好评
1660,彩电,服务,京东的售后服务真的让人抓狂,差评
1661,彩电,服务,TCL的售后相当给力,好评
1662,彩电,服务,客服打电话总说听不到声音,差评
1663,彩电,服务,售后还是做得比较到位,中评
1664,彩电,服务,服务质量那么差,差评
1665,彩电,服务,售后不行,差评
1666,彩电,服务,客服很耐心,好评
1667,彩电,服务,售后负责,好评
1668,彩电,服务,客服很好,好评
1669,彩电,服务,客服热情,好评
1670,彩电,服务,售后有点慢,中评
1671,彩电,服务,售后上门,好评
1672,彩电,服务,售后完美,好评
1673,彩电,服务,售后很快,好评
1674,彩电,服务,售后还不错,好评
1675,彩电,服务,客服很有耐心,好评
1676,彩电,服务,售后不错,好评
1677,彩电,服务,售后很不错,好评
1678,彩电,服务,售后超赞,好评
1679,彩电,服务,售后还好,中评
1680,彩电,服务,售后一流,好评
1681,彩电,服务,售后还可以,中评
1682,彩电,服务,客服很热情,好评
1683,彩电,服务,商家很好,好评
1684,彩电,服务,售后太差,差评
1685,彩电,服务,售后耐心,好评
1686,彩电,服务,商家很负责,好评
1687,彩电,服务,售后很专业,好评
1688,彩电,服务,售后很给力,好评
1689,彩电,服务,客服很赞,好评
1690,彩电,服务,客服非常棒,好评
1691,彩电,服务,售后垃圾,差评
1692,彩电,服务,客服很贴心,好评
1693,彩电,服务,老板不错,好评
1694,彩电,服务,客服不错,好评
1695,彩电,服务,售后非常差,差评
1696,彩电,服务,售后及时,好评
1697,彩电,服务,售后态度很好,好评
1698,彩电,服务,售后赞一个,好评
1699,彩电,服务,客服很满意,好评
1700,彩电,服务,客服专业,好评
1701,彩电,服务,客服细心,好评
