id,category,dimension,sentence,emotion
5984,彩电,平台,一点无破损,好评
5985,彩电,平台,货物完好无损,好评
5986,彩电,平台,产品完全没有破损,好评
5987,彩电,平台,外观没有损坏,好评
5988,彩电,平台,东西没有破损,好评
5989,彩电,平台,而且完好无损,好评
5990,彩电,平台,拆开里面完好无损,好评
5991,彩电,平台,货品没有损坏,好评
5992,彩电,平台,目测完好无损,好评
5993,彩电,平台,收到的货完好损,好评
5994,彩电,平台,收到宝贝完好无损,好评
5995,彩电,平台,产品完好无损,好评
5996,彩电,平台,不过热水器没有破损,好评
5997,彩电,平台,外观无破损,好评
5998,彩电,平台,货品完好,好评
5999,彩电,平台,"收到,完好无缺",好评
6000,彩电,平台,没有磕碰现象,好评
6001,彩电,平台,收到很完好,好评
6002,彩电,平台,里面没有损坏丝毫,好评
6003,彩电,平台,收到完好无损,好评
6004,彩电,平台,收到很完好,好评
6005,彩电,平台,到家没有损坏,好评
6006,彩电,平台,没有什么破损,好评
6007,彩电,平台,完全没有损坏,好评
6008,彩电,平台,货物没有磕碰挺棒的,好评
6009,彩电,平台,运送过程中没有损坏,好评
6010,彩电,平台,没有一点磕碰,好评
6011,彩电,平台,实物都完好无未损,好评
6012,彩电,平台,机器完好,好评
6013,彩电,平台,一点没有破损,好评
6014,彩电,平台,内部完好,好评
6015,彩电,平台,机器有划痕,差评
6016,彩电,平台,机器上有两个很大的裂痕,差评
6017,彩电,平台,外表有点擦花的痕迹,差评
6018,彩电,平台,无损坏,好评
6019,彩电,平台,完全无损坏,好评
6020,彩电,平台,宝贝外观漂亮无损坏,好评
6021,彩电,平台,一点都没破损,好评
6022,彩电,平台,热水器上有刮痕,差评
6023,彩电,平台,因运输碰坏换了一台,差评
6024,彩电,平台,第一次送的货有所损坏,差评
6025,彩电,平台,没破损,好评
6026,彩电,平台,外包装没有破损,好评
6027,彩电,平台,货品完好无损,好评
6028,彩电,平台,全新无磕碰,好评
6029,彩电,平台,箱体完好无损,好评
6030,彩电,平台,没有任何磕碰,好评
6031,彩电,平台,热水器外壳有损伤,差评
6032,彩电,平台,有一小块地方掉漆了,差评
6033,彩电,平台,运输无破损,好评
6034,彩电,平台,货没有磕碰,好评
6035,彩电,平台,边缘有划痕,差评
6036,彩电,平台,门都掉了,差评
6037,彩电,平台,一点碰伤都没有,好评
6038,彩电,平台,外壳压破了一点,中评
6039,彩电,平台,快递运送过程无损坏,好评
6040,彩电,平台,磕坏了一个角,差评
6041,彩电,平台,物流运输过程中有点损伤,差评
6042,彩电,平台,开箱子验货没有损伤,好评
6043,彩电,平台,盒子底部破损,差评
6044,彩电,平台,开箱外观无明显损坏,好评
6045,彩电,平台,有多处磕碰,差评
6046,彩电,平台,外边有些擦伤,差评
6047,彩电,平台,没有任何划痕,好评
6048,彩电,平台,热水器外观没什么损伤,好评
6049,彩电,平台,"送货的时候磕了一下外壳,有点瑕疵",中评
6050,彩电,平台,电热水器有磕碰,差评
6051,彩电,平台,就被磕了,差评
6052,彩电,平台,物品有点损伤不过可以用,中评
6053,彩电,平台,寄过来磕破了,差评
6054,彩电,平台,没有物损,好评
6055,彩电,平台,物流没有损坏,好评
6056,彩电,平台,没有损害,好评
6057,彩电,平台,运输途中没有磕碰,好评
6058,彩电,平台,没有损坏呀,好评
6059,彩电,平台,不过还是有点小磕碰,中评
6060,彩电,平台,机器有多处磕碰,差评
6061,彩电,平台,收到完好没有损坏,好评
6062,彩电,平台,外壳凹进去了,差评
6063,彩电,平台,货物完好无损,好评
6064,彩电,平台,没有刮痕,好评
6065,彩电,平台,质量很好运输途中没有磕碰,好评
6066,彩电,平台,运输无破损保护到位,好评
6067,彩电,平台,运输无破损,好评
6068,彩电,平台,外观上有点小磕碰,中评
6069,彩电,平台,快递有点小磕碰,中评
6070,彩电,平台,收到没有磕碰到,好评
6071,彩电,平台,没有磕碰破损,好评
6072,彩电,平台,打开看看没有磕碰的,好评
6073,彩电,平台,东西没有磕碰,好评
6074,彩电,平台,拆开包装后没有磕碰,好评
6075,彩电,平台,没有磕碰坏,好评
6076,彩电,平台,没有磕碰的情况,好评
6077,彩电,平台,没有什么损坏的地方,好评
6078,彩电,平台,机身没有损坏,好评
6079,彩电,平台,没有损坏不错哦,好评
6080,彩电,平台,东西没有损坏,好评
6081,彩电,平台,验货没有损坏,好评
6082,彩电,平台,运输中没有损坏,好评
6083,彩电,平台,一点没有损坏,好评
6084,彩电,平台,没有损坏很满意,好评
6085,彩电,平台,收到没有损坏,好评
6086,彩电,平台,没有损坏很好,好评
6087,彩电,平台,在运输过程中没有损坏,好评
6088,彩电,平台,没有损坏的,好评
6089,彩电,平台,东西没有损坏,好评
6090,彩电,平台,被磕坏了一个角,差评
6091,彩电,平台,东西完整到达,好评
6092,彩电,平台,货品完好无损,好评
6093,彩电,平台,收到没有磕碰现象,好评
6094,彩电,平台,没有磕碰的地方,好评
6095,彩电,平台,完全没有破损,好评
6096,彩电,平台,运输没有磕碰,好评
6097,彩电,平台,运输过程中没有磕碰,好评
6098,彩电,平台,一点都没有破损的,好评
6099,彩电,平台,商品拆开没有破损,好评
6100,彩电,平台,发过来没有破损,好评
6101,彩电,平台,运输没破损,好评
6102,彩电,平台,一点也没破损,好评
6103,彩电,平台,没有磕碰到,好评
6104,彩电,平台,运输安全没有破损,好评
6105,彩电,平台,外观没破损,好评
6106,彩电,平台,回来以后没有破损,好评
6107,彩电,平台,送到没有破损,好评
6108,彩电,平台,没有损坏的现象,好评
6109,彩电,平台,运输途中没有损坏,好评
6110,彩电,平台,收到没有损坏,好评
6111,彩电,平台,热水器完好无损的,好评
6112,彩电,平台,没有一点磕碰的痕迹,好评
6113,彩电,平台,货没有任何磕碰,好评
6114,彩电,平台,没有损坏的,好评
6115,彩电,平台,没有任何磕碰的地方,好评
6116,彩电,平台,运输过程中没有损坏,好评
6117,彩电,平台,货物检查过没有瑕疵,好评
6118,彩电,平台,没有什么破损的现象,好评
6119,彩电,平台,外表完好无损,好评
6120,彩电,平台,运输完好,好评
6121,彩电,平台,有点小磕碰,中评
6122,彩电,平台,物流中没有损坏,好评
6123,彩电,平台,打开后完好无损,好评
6124,彩电,平台,没有任何划痕,好评
6125,彩电,平台,没有破损的,好评
6126,彩电,平台,没有破损的现象,好评
6127,彩电,平台,热水器没有磕碰之类的问题,好评
6128,彩电,平台,一点都没破损,好评
6129,彩电,平台,物流无损坏,好评
6130,彩电,平台,长途运输过来没有破损,好评
6131,彩电,平台,打开看了没有什么损坏,好评
6132,彩电,平台,刚拆开看看没有损坏,好评
6133,彩电,平台,热水器外观完好无损,好评
6134,彩电,平台,运输过程中没有磕碰,好评
6135,彩电,平台,没有破损跟刮痕,好评
6136,彩电,平台,外观没有损坏,好评
6137,彩电,平台,外观无破损,好评
6138,彩电,平台,结果收到完好无损哦,好评
6139,彩电,平台,丝毫没有磕碰,好评
6140,彩电,平台,物流运输过程中没有损坏,好评
6141,彩电,平台,东东完好无损,好评
6142,彩电,平台,到货后没有破损,好评
6143,彩电,平台,机器外观完好无损,好评
6144,彩电,平台,配件齐全无损坏,好评
6145,彩电,平台,收到货没破损,好评
6146,彩电,平台,没有破损现象,好评
6147,彩电,平台,没受到任何损伤,好评
6148,彩电,平台,没有磨损,好评
6149,彩电,平台,有点小磕碰,中评
6150,彩电,平台,没有什么破损,好评
6151,彩电,平台,没有损坏,好评
6152,彩电,平台,磕坏了一个角,差评
6153,彩电,平台,物流运输过程中有点损伤,差评
6154,彩电,平台,开箱子验货没有损伤,好评
6155,彩电,平台,检查完后没有破损,好评
6156,彩电,平台,外壳压破了一点,中评
6157,彩电,平台,快递运送过程无损坏,好评
6158,彩电,平台,送过来没有损坏,好评
6159,彩电,平台,没有任何划痕,好评
6160,彩电,平台,热水器外观没什么损伤,好评
6161,彩电,平台,"送货的时候磕了一下外壳,有点瑕疵",中评
6162,彩电,平台,电热水器有磕碰,差评
6163,彩电,平台,就被磕了,差评
6164,彩电,平台,物品有点损伤不过可以用,中评
6165,彩电,平台,盒子底部破损,差评
6166,彩电,平台,开箱外观无明显损坏,好评
6167,彩电,平台,有多处磕碰,差评
6168,彩电,平台,外边有些擦伤,差评
6169,彩电,平台,外表完好无损,好评
6170,彩电,平台,打开来有泡沫保护热水器完好,好评
6171,彩电,平台,宝贝完好没有一点破损,好评
6172,彩电,平台,完全没有破损,好评
6173,彩电,平台,没有磕碰磨损,好评
6174,彩电,平台,一切都完好,好评
6175,彩电,平台,东西也完好无损,好评
6176,彩电,平台,宝贝没有破损,好评
6177,彩电,平台,今天收到打开后宝贝完好,好评
6178,彩电,平台,送过来没有损坏.很完好,好评
6179,彩电,平台,到货也没破损,好评
6180,彩电,平台,因运输碰坏换了一台,差评
6181,彩电,平台,第一次送的货有所损坏,差评
6182,彩电,平台,没破损,好评
6183,彩电,平台,边缘有划痕,差评
6184,彩电,平台,门都掉了,差评
6185,彩电,平台,一点碰伤都没有,好评
6186,彩电,平台,外壳压破了一点,中评
6187,彩电,平台,验货没有损坏,好评
6188,彩电,平台,运输中没有损坏,好评
6189,彩电,平台,一点没有损坏,好评
6190,彩电,平台,没有磕碰到,好评
6191,彩电,平台,运输安全没有破损,好评
6192,彩电,平台,外观没破损,好评
6193,彩电,平台,回来以后没有破损,好评
6194,彩电,平台,送到没有破损,好评
6195,彩电,平台,没有损坏的现象,好评
6196,彩电,平台,运输途中没有损坏,好评
6197,彩电,平台,收到完好没有损坏,好评
6198,彩电,平台,外壳凹进去了,差评
6199,彩电,平台,货物完好无损,好评
6200,彩电,平台,没有刮痕,好评
6201,彩电,平台,质量很好运输途中没有磕碰,好评
6202,彩电,平台,运输无破损保护到位,好评
6203,彩电,平台,运输无破损,好评
6204,彩电,平台,外观上有点小磕碰,中评
6205,彩电,平台,快递有点小磕碰,中评
6206,彩电,平台,收到没有磕碰到,好评
6207,彩电,平台,看外面没有磕碰,好评
6208,彩电,平台,只是有点小磕碰,中评
6209,彩电,平台,没有磕碰什么的都好,好评
6210,彩电,平台,东西收到了很棒没有磕碰磨损,好评
6211,彩电,平台,送的很快但是有磕痕,差评
6212,彩电,平台,没有磕碰伤,好评
6213,彩电,平台,开始送来的有磕碰,差评
6214,彩电,平台,发现面板有点磕坏了,差评
6215,彩电,平台,没有半点磕碰,好评
6216,彩电,平台,一点也没磕碰,好评
6217,彩电,平台,东西没有一点磕碰到,好评
6218,彩电,平台,有个地方磕变形了,差评
6219,彩电,平台,安装时候发现有磕碰,差评
6220,彩电,平台,热水器的下角有磕碰导致的变形,差评
6221,彩电,平台,一点磕碰也没有,好评
6222,彩电,平台,运输过程中有磕碰,差评
6223,彩电,平台,还磕了大凹,差评
6224,彩电,平台,有磕碰,差评
6225,彩电,平台,结果寄过来外面又磕坏,差评
6226,彩电,平台,里面没有磕到碰到,好评
6227,彩电,平台,运输途中有些小磕碰,中评
6228,彩电,平台,没有任何磕碰,好评
6229,彩电,平台,运来的时候有点磕碰,中评
6230,彩电,平台,还有磕碰,差评
6231,彩电,平台,还有很多磕掉漆的地方,差评
6232,彩电,平台,没有磕碰现象,好评
6233,彩电,平台,表面有磕伤,差评
6234,彩电,平台,不会被磕到,好评
6235,彩电,平台,运送的非常好没有磕碰的现象,好评
6236,彩电,平台,再加25元运费,差评
6237,彩电,平台,托运部加收了十五元的乡镇转大巴费用,差评
6238,彩电,平台,花了150元快递费还不送货入户,差评
6239,彩电,平台,要加那么多运费,差评
6240,彩电,平台,邮费要60元,差评
6241,彩电,平台,有邮费,差评
6242,彩电,平台,货到了后又要50块运费才能提货,差评
6243,彩电,平台,"送货入户不上楼,要加30元",差评
6244,彩电,平台,送货上门要50,差评
6245,彩电,平台,居然还收我五块钱的大件运费,差评
6246,彩电,平台,10公里要出80块钱运费,差评
6247,彩电,平台,加了160的运费,差评
6248,彩电,平台,送货上门还收了5元的费,差评
6249,彩电,平台,家人去取还收了五块钱手续费,差评
6250,彩电,平台,送货到家送货员加收20元的运费,差评
6251,彩电,平台,还得自己加20运费,差评
6252,彩电,平台,而且去取件还需收费,差评
6253,彩电,平台,还加收物流费,差评
6254,彩电,平台,要加收物流费用才给送,差评
6255,彩电,平台,还是顺丰包邮很快到货了,好评
6256,彩电,平台,商家用顺丰包邮,好评
6257,彩电,平台,还给包邮,好评
6258,彩电,平台,偏远地区不包邮,差评
6259,彩电,平台,后来转镇加收了10元快递费,差评
6260,彩电,平台,很重要收搬运费,差评
6261,彩电,平台,白被坑了*运费,差评
6262,彩电,平台,本来想退货处理又要收30元退货运费,差评
6263,彩电,平台,收运费就算了,差评
6264,彩电,平台,运费要80块有点贵,差评
6265,彩电,平台,快递单上写的运费150,差评
6266,彩电,平台,还好商家出运费给送来了,好评
6267,彩电,平台,"说是免运费的,送货还收费",差评
6268,彩电,平台,花了一趟运费50元,差评
6269,彩电,平台,自己再掏运费寄回家,差评
6270,彩电,平台,运费还要自己出,差评
6271,彩电,平台,运费一力承担没有拖拉,好评
6272,彩电,平台,"快递不到村里,还补贴了运费",好评
6273,彩电,平台,花了一趟运费,差评
6274,彩电,平台,要是能免运费销量估计会更好的,差评
6275,彩电,平台,买家给我返运费了,好评
6276,彩电,平台,最后还得我只能自己花运费送回家,差评
6277,彩电,平台,结果自提还得掏运费,差评
6278,彩电,平台,花运费弄回来了,差评
6279,彩电,平台,加了25块运费,差评
6280,彩电,平台,从我们县到镇还收了我40元运费,差评
6281,彩电,平台,收了三十的运费,差评
6282,彩电,平台,退货花了30运费,差评
6283,彩电,平台,还说让我出80元运费,差评
6284,彩电,平台,终的提货点收了我5元运费,差评
6285,彩电,平台,还要我30元运费,差评
6286,彩电,平台,今天送货的电话中还要收部分运费,差评
6287,彩电,平台,送货的话是要另外付运费才可以的,差评
6288,彩电,平台,补了运费,差评
6289,彩电,平台,只是在最终的提货点收了我5元运费,中评
6290,彩电,平台,运费自理,差评
6291,彩电,平台,结果商家还说让我出80元运费,差评
6292,彩电,平台,建议商家换顺丰速度快服务好加运费也值,好评
6293,彩电,平台,虽然收了三十的运费 我觉得还是比较合理,中评
6294,彩电,平台,退货花了30运费,差评
6295,彩电,平台,花了*的运费,差评
6296,彩电,平台,什么要自己负责运费,差评
6297,彩电,平台,"鉴于运费我忍了,但是差评是要给的",差评
6299,彩电,平台,"因为是村里面,所以加了25块运费",中评
6300,彩电,平台,不然的话就要收远程费,差评
6301,彩电,平台,所以退货运费需要客户承担,差评
6302,彩电,平台,就是讲好给的叫车的运费怎么没了声音,差评
6303,彩电,平台,安装路程费也贵,差评
6304,彩电,平台,含运费和安装,好评
6305,彩电,平台,卖家补了30元运费,好评
6306,彩电,平台,从县城到乡镇都是我自己出运费的,差评
6307,彩电,平台,就是团购收八十块的运费,差评
6308,彩电,平台,还要买家付往返两次运费,差评
6309,彩电,平台,替我省了一大笔运费呢,好评
6310,彩电,平台,就是团购收八十块的运费,差评
6311,彩电,平台,从县城到乡镇都是我自己出运费的,差评
6312,彩电,平台,退货也的掏运费,差评
6313,彩电,平台,结果还要自己出30元的运费,差评
6314,彩电,平台,自己花了80元运费冤枉钱,差评
6315,彩电,平台,另外还要加运费50元,差评
6316,彩电,平台,退货运费还得自己承担,差评
6317,彩电,平台,运费店家给报销了,好评
6318,彩电,平台,后来还收10元,差评
6319,彩电,平台,免运费,好评
6320,彩电,平台,退货还要收运费,差评
6321,彩电,平台,让我付运费,差评
6322,彩电,平台,送货师傅加收了30元的运费,差评
6323,彩电,平台,又加了80元的运费过来,差评
6324,彩电,平台,又花了我几十快钱运费,差评
6325,彩电,平台,到了县城发到我镇上还认我出了35元的运费,差评
6326,彩电,平台,说好的免运费,差评
6327,彩电,平台,送到问我要100搬运费,差评
6328,彩电,平台,还要我们给搬运费,差评
6329,彩电,平台,为什么还另收30元运费,差评
6330,彩电,平台,发货快免运费,好评
6331,彩电,平台,退货没收运费,好评
6332,彩电,平台,还是要我自己贴运费拿,差评
6333,彩电,平台,花50元运费不能送到家,差评
6334,彩电,平台,运费有点贵,差评
6335,彩电,平台,没有运费给送上楼,好评
6336,彩电,平台,骗我们说要加运费,差评
6337,彩电,平台,还让自己承担运费,差评
6338,彩电,平台,先是买完后无缘无故多200元运费不说,差评
6339,彩电,平台,发货也很快,好评
6340,彩电,平台,发货快,好评
6341,彩电,平台,物流也很快,好评
6342,彩电,平台,很快就到了,好评
6343,彩电,平台,物流快递很满意,好评
6344,彩电,平台,卖家发货速度很快,好评
6345,彩电,平台,包装也不错,好评
6346,彩电,平台,物流也快,好评
6347,彩电,平台,包装包的挺好的,好评
6348,彩电,平台,包装很好,好评
6349,彩电,平台,物流好快,好评
6350,彩电,平台,物流快,好评
6351,彩电,平台,发货挺快的,好评
6352,彩电,平台,发货迅速,好评
6353,彩电,平台,而且包装很仔细,好评
6354,彩电,平台,快递很给力,好评
6355,彩电,平台,包装很完整,好评
6356,彩电,平台,物流给力,好评
6357,彩电,平台,物流超级快,好评
6358,彩电,平台,包装的很好,好评
6359,彩电,平台,包装完好,好评
6360,彩电,平台,物流挺快的,好评
6361,彩电,平台,包装也用心,好评
6362,彩电,平台,物流也挺快的,好评
6363,彩电,平台,包装好,好评
6364,彩电,平台,包装结实,好评
6365,彩电,平台,"物流有点暴力,箱子底都破了&hellip;东西基本上是完好无损的",好评
6366,彩电,平台,快递也不错,好评
6367,彩电,平台,卖家包装得很仔细,好评
6368,彩电,平台,包装很严实很仔细,好评
6369,彩电,平台,商品的包装很结实,好评
6370,彩电,平台,宝贝包装的不错,好评
6371,彩电,平台,物流发货挺快的,好评
6372,彩电,平台,发货给力,好评
6373,彩电,平台,快递也很给力,好评
6374,彩电,平台,快递又快,好评
6375,彩电,平台,物流很给力,好评
6376,彩电,平台,质量很好不错喜欢物流很快哦,好评
6377,彩电,平台,物流很快,好评
6378,彩电,平台,卖家态度好物流也很快,好评
6379,彩电,平台,发货很快,好评
6380,彩电,平台,发货速度快,好评
6381,彩电,平台,发货及时,好评
6382,彩电,平台,包装不错,好评
6383,彩电,平台,物流也很给力,好评
6384,彩电,平台,到货速度神速,好评
6385,彩电,平台,物流快速到位,好评
6386,彩电,平台,正品操作方便发货快,好评
6387,彩电,平台,发货速度很快,好评
6388,彩电,平台,卖家发货很快,好评
6389,彩电,平台,店家发货非常快,好评
6390,彩电,平台,物流速很快,好评
6391,彩电,平台,包装很严实,好评
6392,彩电,平台,送货快,好评
6393,彩电,平台,包装也仔细,好评
6394,彩电,平台,送货也快,好评
6395,彩电,平台,发货速度特别快,好评
6396,彩电,平台,就是物流慢了点,中评
6397,彩电,平台,送货速度超快,好评
6398,彩电,平台,送货挺快满意,好评
6399,彩电,平台,"今天上午九点多就到货了,超快啊",好评
6400,彩电,平台,速度不用说超快,好评
6401,彩电,平台,速度老快了,好评
6402,彩电,平台,包装完整,好评
6403,彩电,平台,送货及时,好评
6404,彩电,平台,太快了,好评
6405,彩电,平台,包装也严实,好评
6406,彩电,平台,包装严密,好评
6407,彩电,平台,快递神速,好评
6408,彩电,平台,圆通快递垃圾无比坑爹坑娘,差评
6409,彩电,平台,物流超给力,好评
6410,彩电,平台,包装很精细,好评
6411,彩电,平台,宝贝不错物流很快,好评
6412,彩电,平台,老板发货很给力,好评
6413,彩电,平台,还有物流太慢,差评
6414,彩电,平台,物流也超级快的,好评
6415,彩电,平台,物流好慢好慢,差评
6416,彩电,平台,物流很快哦,好评
6417,彩电,平台,物流太给力了,好评
6418,彩电,平台,物流太慢了,差评
6419,彩电,平台,物流相当的快,好评
6420,彩电,平台,物流及时,好评
6421,彩电,平台,是正品款式好看快递不错,好评
6422,彩电,平台,快递给力,好评
6423,彩电,平台,快递很给力,好评
6424,彩电,平台,物流也很负责,好评
6425,彩电,平台,宝贝不错质量好很实用服务态度好是正品款式好看快递不错,好评
6426,彩电,平台,物流比较快,好评
6427,彩电,平台,物流挺快的,好评
6428,彩电,平台,物流有点慢,中评
6429,彩电,平台,这物流超快,好评
6430,彩电,平台,发货速度也很快,好评
6431,彩电,平台,宝贝很好物流也给力,好评
6432,彩电,平台,就是物流太慢,差评
6433,彩电,平台,不过物流太慢,差评
6434,彩电,平台,东西收到了物流很快,好评
6435,彩电,平台,包装很好,好评
6436,彩电,平台,物流还可以,中评
6437,彩电,平台,包装很结实,好评
6438,彩电,平台,只是分了三次发货,中评
6439,彩电,平台,物流超快哦,好评
6440,彩电,平台,物流速度太快了,好评
6441,彩电,平台,"送的礼物也是后来才收到,不过机倒是很快能收到",中评
6442,彩电,平台,物流也挺给力,好评
6443,彩电,平台,发货速度也很快下次还会来,好评
6444,彩电,平台,质量不错发货也快,好评
6445,彩电,平台,物流也特别快,好评
6446,彩电,平台,发货速度是超级快的,好评
6447,彩电,平台,包装好发货快,好评
6448,彩电,平台,物流好快哒,好评
6449,彩电,平台,快递挺快,好评
6450,彩电,平台,包装打的很专业,好评
6451,彩电,平台,速度很快就到货了,好评
6452,彩电,平台,快递超级快,好评
6453,彩电,平台,快递很快,好评
6454,彩电,平台,物流太慢了,差评
6455,彩电,平台,卖家包装很仔细,好评
6456,彩电,平台,快递的速度真快,好评
6457,彩电,平台,快递真快,好评
6458,彩电,平台,尤其是快递很给力,好评
6459,彩电,平台,就是发货路途很慢哦,差评
6460,彩电,平台,"速度慢不说,竟然让我自己到几十里远的地方去拿货",差评
6461,彩电,平台,快递非常快,好评
6462,彩电,平台,物流挺快,好评
6463,彩电,平台,发货速度太慢,差评
6464,彩电,平台,发货蛮快的,好评
6465,彩电,平台,快递也挺迅速,好评
6466,彩电,平台,物流特给力,好评
6467,彩电,平台,发货速度非常快,好评
6468,彩电,平台,包装也很好,好评
6469,彩电,平台,包装很仔细,好评
6470,彩电,平台,发货挺快,好评
6471,彩电,平台,物流还是很快的,好评
6472,彩电,平台,发货很快包装也很不错,好评
6473,彩电,平台,包装仔细,好评
6474,彩电,平台,"发货速度也快,赞一个",好评
6475,彩电,平台,就是物流慢邮了一个星期,差评
6476,彩电,平台,快递也很给力啊,好评
6477,彩电,平台,包装紧致,好评
6478,彩电,平台,包装的很好没有损坏,好评
6479,彩电,平台,物流发货很快,好评
6480,彩电,平台,发货很快,好评
6481,彩电,平台,送货很快,好评
6482,彩电,平台,送货挺快你,好评
6483,彩电,平台,快递也太快了吧,好评
6484,彩电,平台,包装非常仔细、严实,好评
6485,彩电,平台,运送速度很快,好评
6486,彩电,平台,物流公司服务态度很好,好评
6487,彩电,平台,物流神速啊,好评
6488,彩电,平台,值得表扬物流,好评
6489,彩电,平台,物流也很给力的,好评
6490,彩电,平台,快递也很快,好评
6491,彩电,平台,发货也很快 好评,好评
6492,彩电,平台,"物流超快,很满意",好评
6493,彩电,平台,邮政的发货不是很快,差评
6494,彩电,平台,包装严实,好评
6495,彩电,平台,卖家发货很及时,好评
6496,彩电,平台,包装发票都很正规,好评
6497,彩电,平台,"包装的很好,没有破损",好评
6498,彩电,平台,物流还挺快,好评
6499,彩电,平台,物流迅速,好评
6500,彩电,平台,"快递也给力,好评",好评
6501,彩电,平台,店家服务热情发货快,好评
6502,彩电,平台,宝贝很快就收到了,好评
6503,彩电,平台,还送货上门,好评
6504,彩电,平台,快递挺给力,好评
6505,彩电,平台,快递真的超级给力啊,好评
6506,彩电,平台,卖家包的很好 快递到没损坏,好评
6507,彩电,平台,卖家很仔细包装很严实,好评
6508,彩电,平台,快递不错,好评
6509,彩电,平台,宝贝包装很严实,好评
6510,彩电,平台,包装很好没有破损,好评
6511,彩电,平台,物流给力赞,好评
6512,彩电,平台,包装挺好的,好评
6513,彩电,平台,快递速度很快,好评
6514,彩电,平台,包装不错,好评
6515,彩电,平台,快递就挺一般了,中评
6516,彩电,平台,快递速度快,好评
6517,彩电,平台,"快递也不错,满意",好评
6518,彩电,平台,包装很到位,好评
6519,彩电,平台,"物流很快,赞一个",好评
6520,彩电,平台,还有一个是物流实在是不敢恭维,差评
6521,彩电,平台,物流超快,好评
6522,彩电,平台,快递员服务也很好,好评
6523,彩电,平台,东西包装也很好,好评
6524,彩电,平台,物流速度快,好评
6525,彩电,平台,"包装的很好,严严实实的,没有一点破损",好评
6526,彩电,平台,太快了,好评
6527,彩电,平台,包装很用心,好评
6528,彩电,平台,物流也很快东西棒棒的,好评
6529,彩电,平台,快递超给力,好评
6530,彩电,平台,挺好用的物流也挺快的,好评
6531,彩电,平台,神速发货,好评
6532,彩电,平台,卖家发货也很快,好评
6533,彩电,平台,"包装很到位,无破损",好评
6534,彩电,平台,快递也给力,好评
6535,彩电,平台,发货和物流都很快,好评
6536,彩电,平台,"店家包装很用心,收到后看了下箱子完好无损",好评
6537,彩电,平台,不过物流蛮快的,好评
6538,彩电,平台,而且包装特别严实,好评
6539,彩电,平台,发货速度快两天就到了,好评
6540,彩电,平台,发货超快,好评
6541,彩电,平台,发货还算迅速,中评
6542,彩电,平台,就是物流稍稍有点慢,中评
6543,彩电,平台,发货有点慢,中评
6544,彩电,平台,发货速度极快,好评
6545,彩电,平台,"因下雪物流慢了些,可以理解",中评
6546,彩电,平台,物流很给力老板服务也很好,好评
6547,彩电,平台,"即使下雪影响运输,速度也很快的",好评
6548,彩电,平台,物流超给力的,好评
6549,彩电,平台,快递3天就到了,好评
6550,彩电,平台,包装十分精细,好评
6551,彩电,平台,宝贝没有破损包装精致,好评
6552,彩电,平台,快递速度挺快的,好评
6553,彩电,平台,而且物流特别快,好评
6554,彩电,平台,物流也超快,好评
6555,彩电,平台,物流也给力,好评
6556,彩电,平台,但是物流简直就是太慢了,差评
6557,彩电,平台,物流好快啊,好评
6558,彩电,平台,配送及时,好评
6559,彩电,平台,首先物流慢,差评
6560,彩电,平台,包装差,差评
6561,彩电,平台,包装物流都挺满意的,好评
6562,彩电,平台,物流神速,好评
6563,彩电,平台,谢谢快递小哥下雨还给送过来,好评
6564,彩电,平台,发货速度是很快,好评
6565,彩电,平台,包装完美,好评
6566,彩电,平台,快递很给力全5分啦,好评
6567,彩电,平台,就是这个顺丰太慢了,差评
6568,彩电,平台,发货速度\\n快,好评
6569,彩电,平台,到货很快,好评
6570,彩电,平台,快递不错的,好评
6571,彩电,平台,"物流也很快,必须五分",好评
6572,彩电,平台,速度很快,好评
6573,彩电,平台,快递哥服务好,好评
6574,彩电,平台,物流也迅速,好评
6575,彩电,平台,发货快~服务态度好,好评
6576,彩电,平台,东西不错物流不给力,差评
6577,彩电,平台,物流太慢,差评
6578,彩电,平台,服务态度也非常好,好评
6579,彩电,平台,物流也超给力,好评
6580,彩电,平台,发货速度超快,好评
6581,彩电,平台,物流慢到死,差评
6582,彩电,平台,"包装非常仔细,严实",好评
6583,彩电,平台,包装非常仔细,好评
6584,彩电,平台,质量好好品质很实用发货快服务好,好评
6585,彩电,平台,包装很精美,好评
6586,彩电,平台,到货速度很快,好评
6587,彩电,平台,宝贝也包装的严严实实的,好评
6588,彩电,平台,服务好,好评
6589,彩电,平台,发货太慢了,差评
6590,彩电,平台,物流很给力哦。。赞,好评
6591,彩电,平台,没有任何破损,好评
6592,彩电,平台,物流比较慢,中评
6593,彩电,平台,100分的服务//很好,好评
6594,彩电,平台,快递也给力//\\n///,好评
6595,彩电,平台,物流很快很满意的一次网购,好评
6596,彩电,平台,快递也超快,好评
6597,彩电,平台,发货很及时,好评
6598,彩电,平台,宝贝质量超级好的物流特别快客服也很耐心,好评
6599,彩电,平台,包装挺好,好评
6600,彩电,平台,快递也挺快,好评
6601,彩电,平台,"包装很精美,没有损坏",好评
6602,彩电,平台,东西包装很好,好评
6603,彩电,平台,包装很好物流很给力,好评
6604,彩电,平台,豆浆机的包装很仔细,好评
6605,彩电,平台,卖家发货速度也很快,好评
6606,彩电,平台,包装也非常好,好评
6607,彩电,平台,快递很急时,好评
6608,彩电,平台,物流 包装的非常好完整,好评
6609,彩电,平台,物流较慢,中评
6610,彩电,平台,但物流较慢,差评
