sentence_id,sentence,emotion
2591,还不错!用了两次!,好评
2592,先给好评吧!,好评
2593,全五分好评!,好评
2594,朋友也很满意。好评,好评
2595,很合心意啊 ,好评
2596,"相信不错吧,均好评",好评
2597,东西很好。,好评
2598,"非常喜欢,赞!",好评
2599,宝贝不错哦,好评
2600,"还是很不错的,",好评
2601,"总体来说还是不错的,",好评
2602,有着挺好的,好评
2603,店家也很好。大赞,好评
2604,这个东西很好,好评
2605,真好啊!,好评
2606,不错的,好评
2607,喜欢赶快下单,好评
2608,超级满意,好评
2609,整体感觉都很好,中评
2610,很喜欢 很不错,好评
2611,",好评5分",好评
2612,"总体不错,",好评
2613,"不错,挺好的。",好评
2614, 给个五星,好评
2615,东西不错 ,好评
2616,收到也很惊喜,好评
2617,非常好  超级棒 赞,好评
2618,",好评~",好评
2619,宝贝很不错!,好评
2620,!必须给好评,好评
2621,妈妈好高兴,好评
2622,太棒了,好评
2623,不错挺好的 ,好评
2624,很不错呢~,好评
2625,还是习惯好评吧,好评
2626,很喜欢 满意,好评
2627,其他都很好,好评
2628,"总体满意,相信九阳",好评
2629,喜欢!五分!,好评
2630,。好评,好评
2631,",给婆婆买的喜欢",好评
2632,宝贝真的太好了,好评
2633,真是大爱,好评
2634,"宝贝不错,比想象中的好",好评
2635,"宝贝非常不错,",好评
2636,"宝贝很好的,",好评
2637,"东西真心不错,",好评
2638,超好,好评
2639,宝贝收到很满意,好评
2640,朋友都说很赞,好评
2641,很满意.好评,好评
2642,赞赞赞!,好评
2643,出乎意料的好,好评
2644,非常满意这次网购,好评
2645,"很满意的一次购物,",好评
2646,"非常满意,真的很喜欢,完全超出期望值",好评
2647,"这个价位能买到这么好的东西,很不错",好评
2648,给好评!,好评
2649,值得好评!,好评
2650,"满意,赞一个",好评
2651,好产品给5分,好评
2652,五分五星好评,好评
2653,"无比喜欢耶,超级满意哦",好评
2654,给店铺五星好评,好评
2655,蛮好的吧。习惯好评,好评
2656,",挺不错,好评",好评
2657,",我很满意,",好评
2658,真的很满意了!,好评
2659,"还不错,",好评
2660,"超棒,",好评
2661,",真的好好",好评
2662,",满意,",好评
2663,很开心的一次网购哦,好评
2664,",真的很不错,非常满意",好评
2665,果然不错哦!,好评
2666,"挺不错,",好评
2667,"这机子挺好的,",好评
2668,!太好了!,好评
2669,满意。,好评
2670, 非常满意的一次购物 好好好评,好评
2671,值得点赞,好评
2672,总之很满意!,好评
2673,特别满意,好评
2674,"挺好,不错",好评
2675,全5分推_!,好评
2676,"不错,喜欢",好评
2677,朋友很满意。全5分,好评
2678,还不错哈,好评
2679,   听说还不错,好评
2680,他们挺满意,好评
2681,总之还挺满意的,好评
2682,宝贝超级好,好评
2683,宝贝蛮好的,好评
2684,"是多年的老牌子,用起来就是不一样",好评
2685,不错喔,好评
2686,"不错吧,",好评
2687,给九阳一个大赞!,好评
2688,满意十分好评!,好评
2689,感觉还挺不错的,中评
2690,",应该不错",好评
2691,说不错,好评
2692,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,好评
2693,"好评,",好评
2694,好评呢,好评
2695,很好  很喜欢 ,好评
2696,  失败的一次购物,差评
2697, 不喜欢  不满意,差评
2698, 差评,差评
2699, 差评 ,差评
2700, 差评  特别差的差评,差评
2701, 差评  特别差的差评 希望大家都不要在买了以免上当 ,差评
2702, 超级不满意,差评
2703, 超级好111,差评
2704, 大大大大大大大大大的差评,差评
2705, 第一次购物不满意 ,差评
2706, 第一次购物这么失败,差评
2707, 第一个不好,差评
2708, 很失败的一次购物,差评
2709, 很失败的一次购物。,差评
2710, 很失望,差评
2711, 垃圾,差评
2712, 老公不喜欢,差评
2713, 没有想象中的好,差评
2714, 却这么垃圾   ,差评
2715, 失望失望,差评
2716, 所以给个差评,差评
2717, 太垃圾,差评
2718, 特别失望!差评,差评
2719, 挺好的,差评
2720, 头一回这么差劲,差评
2721, 一点也不好,差评
2722, 真的不怎么样 ,差评
2723," 真的叫人失望,",差评
2724, 真的特别不满意,差评
2725, 真是够差劲的,差评
2726, 总之不满意。,差评
2727,!!!!!!!!!无语!,差评
2728,!!差评,差评
2729,!差评,差评
2730,!差评!,差评
2731,"!差评,差差评",差评
2732,!非常一次不愉快的购物,差评
2733,!简直垃圾透了,差评
2734,!绝对差评,差评
2735,!亲们别再上当了,差评
2736,!失望失望!,差评
2737,"!太差劲了,挺失望的",差评
2738,!无语!,差评
2739,!真是极其失败的一次购物啊,差评
2740,!总之垃圾!不好!!!失败购物,差评
2741,",摆明欺骗消费者",差评
2742,",表示无语!",差评
2743,",不高兴,差评",差评
2744,",不好",差评
2745,",不理想。",差评
2746,",不满意",差评
2747,",不爽的一次购物。",差评
2748,",不怎么喜欢",差评
2749,",不怎么样",差评
2750,",差差差",差评
2751,",差差差,",差评
2752,",差差差差差",差评
2753,",差评",差评
2754,",差评!",差评
2755,",差评,",差评
2756,",差评。",差评
2757,",差评-差差差",差评
2758,",产品有瑕疵",差评
2759,",产品又垃圾。",差评
2760,",超级差评。",差评
2761,",第一次给差评",差评
2762,",第一次给差评!!",差评
2763,",第一次给淘宝差评,",差评
2764,",第一次买到这么坑的东西",差评
2765,",第一次在苏宁买东西就这么失望",差评
2766,",第一次这么失望,",差评
2767,",第一个差评,买的东西坏了",差评
2768,",东西太垃圾",差评
2769,",东西也不怎么样\",差评
2770,",对九阳的产品很失望,",差评
2771,",对这次苏宁易购的网购非常失望",差评
2772,",反正不是很理想",差评
2773,",反正我是觉得不好。",差评
2774,",非常不满意",差评
2775,",给差评一枚",差评
2776,",给个差评,",差评
2777,",给于差评",差评
2778,",够垃圾的",差评
2779,",很不开心的一次网购",差评
2780,",很不满意",差评
2781,",很不愉快的一次购物,",差评
2782,",很生气",差评
2783,",很失望",差评
2784,",很是不满意",差评
2785,",假货",差评
2786,",简直就一垃圾。",差评
2787,",简直无语",差评
2788,",结果很失望",差评
2789,",绝对差评!!!",差评
2790,",垃圾",差评
2791,",垃圾!",差评
2792,",垃圾,",差评
2793,",垃圾,一星",差评
2794,",垃圾啊!",差评
2795,",垃圾垃圾",差评
2796,",垃圾死了",差评
2797,",垃圾中的垃圾,",差评
2798,",烂。非常烂",差评
2799,",没想象中好",差评
2800,",没想像的那么好,",差评
2801,",没有想象中的那么好",差评
2802,",没有想象中好",差评
2803,",欺骗买家",差评
2804,",欺骗人",差评
2805,",欺骗消费者",差评
2806,",欺骗消费者!",差评
2807,",确实感到失望!",差评
2808,",让人很失望",差评
2809,",上当了",差评
2810,",什么东西。垃圾。",差评
2811,",生平第一次差评,无语了",差评
2812,",失望",差评
2813,",失望!",差评
2814,",实在垃圾啊",差评
2815,",所以必须给差评",差评
2816,",所以差评",差评
2817,",所以失望了",差评
2818,",她说一点也不好",差评
2819,",太差劲了",差评
2820,",太差了。",差评
2821,",太差太差,",差评
2822,",太垃圾了",差评
2823,",太垃圾了,",差评
2824,",太让人失望了。",差评
2825,",太让我伤心了",差评
2826,",特别失败的一次购物。",差评
2827,",无语",差评
2828,",无语,",差评
2829,",严重怀疑是不是正品",差评
2830,",也第一次给差评",差评
2831,",有史以来最差一次购物!",差评
2832,",郁闷",差评
2833,",郁闷啊",差评
2834,",这次差评给定了",差评
2835,",这次买的只能差评了",差评
2836,",这是最失败的一次购物。不开心",差评
2837,",真的不怎么样,",差评
2838,",真的很无语",差评
2839,",真的很无语!很失望!",差评
2840,",真怀疑是假货,",差评
2841,",真是够垃圾的",差评
2842,",真是烂透了",差评
2843,",真是特么差劲",差评
2844,",真是特么差劲。",差评
2845,",真是无语",差评
2846,",真是无语,",差评
2847,",真是一次糟糕的网购",差评
2848,",真心不好",差评
2849,",真心不好。",差评
2850,",真郁闷。",差评
2851,",只能是差评。",差评
2852,",种种不满意",差评
2853,",总体觉得很不满意",差评
2854,",总之不好",差评
2855,",总之产品非常的失望",差评
2856,",总之非常不满意",差评
2857,",总之很失败的一次购物,",差评
2858,",总之用户体验很差",差评
2859,",最差的一次购物。差评",差评
2860,",最差的一次在京东购物",差评
2861,",最失败的一次购物",差评
2862,",最失望的一次",差评
2863,、不是很理想,差评
2864,。差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差,差评
2865,。第一次购物非常郁闷,差评
2866,。很失望。,差评
2867,。就这点不满意,差评
2868,。垃圾,差评
2869,。垃圾垃圾。,差评
2870,"。实在是无语,",差评
2871,。特别不满意,差评
2872,。真让人无语,差评
2873,。真心失望到极点了,差评
2874,。真心无语,差评
2875,。总体是失望!,差评
2876,;垃圾玩意绝不再买!,差评
2877,;总之不满意&hellip;一星都没有,差评
2878,?失望,差评
2879,1颗星都不给,差评
2880,阿里斯顿的外包安装让我非常不满意,差评
2881,"哎,很无语的一次购物",差评
2882,"哎,真后悔",差评
2883,唉!郁闷!,差评
2884,安装贵,差评
2885,安装配件需要另收费100,差评
2886,安装人员说那个进水伐过去整好要收费,差评
2887,安装收费,差评
2888,白白耽误我们一天时间,差评
2889,百分百垃圾,差评
2890,摆明欺骗消费者!!,差评
2891,"_呀姨_的,_有_不好。",差评
2892,宝贝不是很理想,差评
2893,宝贝不怎么好,差评
2894,本次购物我表示很失望。,差评
2895,本人不喜欢!,差评
2896,本人第一次差评,差评
2897,本人第一次差评!,差评
2898,本人第一次给予商家打差评,差评
2899,本世纪最让人无语的一次购物,差评
2900,本想给差评的。,差评
2901,比想象的不好,差评
2902,必须差差差评,差评
2903,必须差差差评。,差评
2904,必须差评,差评
2905,必须差评!,差评
2906,"必须差评,",差评
2907,必须差评。,差评
2908,必须给差评,差评
2909,表示很无语,差评
2910,表示很无语?,差评
2911,表示特别不满意,差评
2912,表示无语,差评
2913,别让这商家骗更多的人,差评
2914,并不满意,差评
2915,"不高兴,差评",差评
2916,不管不问,差评
2917,不过没有想象中那么好,差评
2918,不过这次购物真心不满意,差评
2919,"不过这次购物真心不满意,",差评
2920,不行,差评
2921,不行!,差评
2922,"不行,",差评
2923,"不行,太差了。后悔买这个了",差评
2924,"不行,相当\n不满意的购物",差评
2925,不行啊,差评
2926,不行不行,差评
2927,不行不行不行不行不行,差评
2928,不好,差评
2929,不好 ,差评
2930,不好     真的不好,差评
2931,不好  一点都不好,差评
2932,不好 不好,差评
2933,不好 特别不好  不好不好,差评
2934,不好!,差评
2935,"不好,",差评
2936,"不好,,不好,",差评
2937,"不好,,不好,,",差评
2938,"不好,不好",差评
2939,"不好,不好,",差评
2940,"不好,不好,不好",差评
2941,"不好,差评",差评
2942,"不好,非常不好",差评
2943,"不好,很差",差评
2944,"不好,很垃圾",差评
2945,不好、,差评
2946,不好。,差评
2947,不好。给零分,差评
2948,不好\n不好,差评
2949,"不好\n不好,",差评
2950,不好啊,差评
2951,"不好啊,",差评
2952,不好不干脆不好不好不好,差评
2953,不好不好真不好,差评
2954,不好的购物体验!,差评
2955,不好就是不好,差评
2956,不好垃圾,差评
2957,不好粒渣,差评
2958,不会再来购物,差评
2959,不仅给差评嘛我还要投诉!,差评
2960,不开心!!!!!差评!!!!,差评
2961,"不开心,不满意!",差评
2962,不理想,差评
2963,不理想!,差评
2964,"不理想,",差评
2965,不理想。,差评
2966,不买售后不保证牢固,差评
2967,不满意,差评
2968,不满意 ,差评
2969,不满意!,差评
2970,"不满意,",差评
2971,"不满意,严重不满意",差评
2972,不满意。,差评
2973,不满意~,差评
2974,不满意不满意,差评
2975,不满意不满意不满意,差评
2976,不满意的购物,差评
2977,不满意的态度,差评
2978,"不满意的一次,",差评
2979,不满意的一次购物,差评
2980,"不满意的一次购物,",差评
2981,不满意的一次网购,差评
2982,"不满意是真的,",差评
2983,不如买1000多的,差评
2984,不如想象的好,差评
2985,不如想象中的好,差评
2986,不是很好,差评
2987,不是很理想,差评
2988,不是很理想!,差评
2989,"不是很理想,",差评
2990,"不是很理想,网购还是不靠谱",差评
2991,不是很理想。,差评
2992,不是很满意,差评
2993,不是一般的不好,差评
2994,不是一般的垃圾,差评
2995,不是一般的失望,差评
2996,不是真的啊,差评
2997,不爽的一次购物。,差评
2998,不太满意,差评
2999,不投诉他还真对不起他嘞,差评
3000,不完美,差评
3001,不喜欢,差评
3002,不喜欢  不满意,差评
3003,"不喜欢就是不喜欢,",差评
3004,不想给好评!很无语,差评
3005,不想说不是一般的不好,差评
3006,不要搞得别人欠他钱一样,差评
3007,"不要买,",差评
3008,不要这样欺骗客户,差评
3009,"不愉快的购买过程!给个差评了,",差评
3010,不愉快的购物,差评
3011,"不愉快的购物,",差评
3012,不咋地,差评
3013,不怎理想。,差评
3014,不怎么的,差评
3015,不怎么好,差评
3016,不怎么样,差评
3017,不怎么样 不怎么样不怎么样,差评
3018,不怎么样!,差评
3019,"不怎么样,",差评
3020,"不怎么样,实在不怎么样",差评
3021,不怎么样。,差评
3022,不怎么样~~~,差评
3023,不怎么样啊!,差评
3024,不怎么样的商品,差评
3025,不怎么样的商品 ,差评
3026,不怎么样以后不会买了,差评
3027,不怎么样子,差评
3028,不值!差的很!,差评
3029,才给的差评,差评
3030,差  差  差  绝对的差评,差评
3031,差!非常差!极度差!,差评
3032,差!真坑人,差评
3033,"差,",差评
3034,"差,极差",差评
3035,"差,失望",差评
3036,"差,失望,",差评
3037,差。很差。十分差,差评
3038,差。很差。十分差。,差评
3039,差差差,差评
3040,"差差差,",差评
3041,"差差差,,",差评
3042,差差差差,差评
3043,差差差差差,差评
3044,"差差差差差,",差评
3045,差差差差差\n差差差差差\n,差评
3046,差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差,差评
3047,差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差,差评
3048,差差差差差给你差评!!!! ,差评
3049,差差差差差给你差评!!!! 第一次给人家差评哦,差评
3050,差差差差差评!,差评
3051,差差差差差死了,差评
3052,差差差评,差评
3053,差到无极限啊,差评
3054,差的很,差评
3055,差的很!,差评
3056,差的一塌糊涂!,差评
3057,差劲,差评
3058,差劲!,差评
3059,"差劲,",差评
3060,"差劲,骗子,骗子,骗子",差评
3061,差劲。,差评
3062,差劲。差评,差评
3063,差劲差劲,差评
3064,差劲的我无法再说下去,差评
3065,差劲给一星,差评
3066,"差劲级了,欺骗消费者",差评
3067,差了,差评
3068,差平,差评
3069,差评,差评
3070,差评 ,差评
3071,差评  网购这么久第一次给差评,差评
3072,差评 差评,差评
3073,差评 差评  假货,差评
3074,差评 差评  假货 ,差评
3075,差评!,差评
3076,差评!!,差评
3077,差评!!!,差评
3078,差评!!差评!!差评!,差评
3079,差评!差!!!!!!差!!差!!!差!!!?差!!!!差!!!!差!!!,差评
3080,差评!差评,差评
3081,差评!差评!,差评
3082,差评!差评!差评,差评
3083,差评!差评!差评!,差评
3084,差评!差评!差评!差!差!差!,差评
3085,差评!这次真的很生气!,差评
3086,差评&,差评
3087,"差评,",差评
3088,"差评,0分,在网上购物从未有如此的失败,这是我第一次给差评,",差评
3089,"差评,差差评",差评
3090,"差评,差差评!",差评
3091,"差评,差评",差评
3092,"差评,差评,",差评
3093,"差评,绝对差评",差评
3094,"差评,绝对的差评,",差评
3095,"差评,骗子!",差评
3096,"差评,太差了",差评
3097,"差评,太差了,",差评
3098,"差评,一点都不好",差评
3099,"差评,这次实在是给不了高分,因为确实不满意!",差评
3100,"差评,最不满意的一次网购",差评
3101,差评、,差评
3102,差评.差评,差评
3103,差评。,差评
3104,差评。。。。。。。。。,差评
3105,差评。不怎么样,差评
3106,差评。差评。差评,差评
3107,差评。差评。差评。,差评
3108,差评;,差评
3109,差评;非常垃圾的一次网购,差评
3110,差评;非常垃圾的一次网购;,差评
3111,"差评吧,很不愉快的购物",差评
3112,"差评吧,很不愉快的购物。",差评
3113,差评不多说,差评
3114,差评不解释,差评
3115,"差评不解释,",差评
3116,差评-差差差,差评
3117,差评差评,差评
3118,"差评差评,",差评
3119,差评差评必须差评,差评
3120,差评差评必须差评 ,差评
3121,差评差评差评,差评
3122,差评差评差评!,差评
3123,差评差评差评!!!!!!,差评
3124,"差评差评差评,",差评
3125,差评差评差评差评,差评
3126,差评差评差评差评!,差评
3127,差评差评果断差评,差评
3128,差评差评在差评。,差评
3129,差评诚信问题,差评
3130,差评都平息不了我愤怒的心情,差评
3131,差评非常失望,差评
3132,差评奉上 ,差评
3133,差评你们第一个,差评
3134,差评是肯定的,差评
3135,"产品不好,",差评
3136,产品不怎么样,差评
3137,产品非常坑,差评
3138,"产品很垃圾,",差评
3139,产品垃圾,差评
3140,"产品垃圾,",差评
3141,产品没有想象中的好,差评
3142,产品是坏的,差评
3143,产品又垃圾,差评
3144,产品只能说不不满意,差评
3145,产品只能说不满意,差评
3146,超不满意,差评
3147,超不愉快的购物。,差评
3148,超级不好,差评
3149,超级不满意,差评
3150,超级不满意!,差评
3151,超级差,差评
3152,"超级差评,差评,差评。",差评
3153,超级恶心,差评
3154,超级后悔,差评
3155,超级假货,差评
3156,超级假货。,差评
3157,超级垃圾,差评
3158,"超级垃圾,",差评
3159,"超级垃圾,一点都不给力",差评
3160,超级垃圾的东西,差评
3161,超级无敌差评,差评
3162,超垃圾的,差评
3163,"超垃圾的,",差评
3164,承诺做不到,差评
3165,除了垃圾就是垃圾。,差评
3166,"纯属欺骗,",差评
3167,纯属是欺骗消费者的行为,差评
3168,从来没有买过那么让人生气的一次购物,差评
3169,从来没有买过那么让人生气的一次购物!,差评
3170,从来没有买过这么不好的东西!,差评
3171,从来没有买过这么垃圾的东西,差评
3172,"打开看很失望,",差评
3173,打售后电话说不管物流,差评
3174,打算退掉的,差评
3175,大大大大大大大大大的差评,差评
3176,大大的失望!太欺骗消费者了,差评
3177,但EMS物流真心恶心!最垃圾的物流没有之一,差评
3178,但产品很垃圾,差评
3179,但沟通的语气让我很不爽,差评
3180,但是没办法好评,差评
3181,但是让我很不满意,差评
3182,但是它让我很失望,差评
3183,但是它让我很失望!,差评
3184,但是一场不愉快的网购,差评
3185,但是用了不好,差评
3186,"但是真的不满意,差评。",差评
3187,得等到7号,差评
3188,的确不怎么样,差评
3189,第二次的就不怎么样,差评
3190,第一次不满意,差评
3191,第一次差评,差评
3192,第一次差评!,差评
3193,"第一次差评,",差评
3194,"第一次差评,不想说太多",差评
3195,第一次差评。,差评
3196,"第一次对京东失望,",差评
3197,"第一次对京东失望,或许是飞利浦失望",差评
3198,第一次给别人写差评,差评
3199,第一次给差评,差评
3200,第一次给差评!,差评
3201,第一次给差评!太气人了!差评!!,差评
3202,"第一次给差评,",差评
3203,"第一次给差评,坚决给差评,",差评
3204,第一次给你差评,差评
3205,第一次给人差评!,差评
3206,第一次给中差评,差评
3207,第一次购物不满意,差评
3208,第一次购物不满意 ,差评
3209,第一次购物非常郁闷,差评
3210,第一次购物这么失败,差评
3211,第一次购物最不满意的,差评
3212,"第一次购物最不满意的,",差评
3213,第一次京东差评,差评
3214,第一次京东差评。,差评
3215,第一次就觉得京东的货品好垃圾,差评
3216,第一次买到那么垃圾的货,差评
3217,"第一次买到那么垃圾的货,",差评
3218,第一次买到这么坑的东西,差评
3219,"第一次买到这样不满意的东西,无语",差评
3220,第一次买东西这么失败,差评
3221,"第一次评差评,",差评
3222,"第一次评差评,心里很不痛快",差评
3223,"第一次在京东买电器就如此失望,",差评
3224,"第一次在京东上买东西这么生气,",差评
3225,"第一次在苏宁购物,极度失望",差评
3226,"第一次在苏宁购物,极度失望。",差评
3227,第一次在苏宁买东西就这么失望,差评
3228,"第一次在苏宁易购买东西,真的有些失望",差评
3229,第一次在淘宝差评,差评
3230,第一次在淘宝差评 ,差评
3231,"第一次在淘宝买电器的东西,非常生气",差评
3232,第一次在淘宝上给差评,差评
3233,第一次在网上买这种机子果然如此失败,差评
3234,第一次这么生气评价一件商品,差评
3235,第一次这么失望,差评
3236,第一次这么失望。,差评
3237,"第一次这样不愉快,",差评
3238,第一个差评,差评
3239,店家欺骗消费者,差评
3240,东西 太垃圾了   太垃圾,差评
3241,东西 太垃圾了   太垃圾 ,差评
3242,东西不敢恭维,差评
3243,东西不敢恭维 ,差评
3244,东西不敢恭维 第一个不好,差评
3245,"东西不敢恭维,",差评
3246,东西不行,差评
3247,东西不好,差评
3248,"东西不好,",差评
3249,东西不如想象中的好,差评
3250,东西不是一般的差,差评
3251,"东西不是一般的差,",差评
3252,东西不怎么好,差评
3253,"东西不怎么好,",差评
3254,东西不怎么样,差评
3255,东西不怎么样  ,差评
3256,"东西不怎么样,",差评
3257,东西差,差评
3258,"东西差,",差评
3259,东西差的很!,差评
3260,东西第一次遇到这么差的,差评
3261,东西非常的不好,差评
3262,"东西非常的不好,",差评
3263,"东西好不好不先不说,",差评
3264,东西很不满意,差评
3265,"东西很不满意,",差评
3266,东西很差,差评
3267,"东西很差,",差评
3268,东西很差劲,差评
3269,"东西很差劲,",差评
3270,"东西很垃圾,",差评
3271,东西很烂,差评
3272,"东西很烂,",差评
3273,东西垃圾,差评
3274,东西吗可以,差评
3275,东西没有想象中好,差评
3276,东西实在不好太垃圾,差评
3277,东西太不好了,差评
3278,东西太差,差评
3279,"东西太差,",差评
3280,东西太垃圾,差评
3281,"东西太垃圾,",差评
3282,东西也不好,差评
3283,东西也不怎么样,差评
3284,"东西也不怎么样,",差评
3285,东西也垃圾,差评
3286,东西一点都不好,差评
3287,东西一点都不好。,差评
3288,东西一点都不好太差了,差评
3289,东西一点也不好,差评
3290,"东西一点也不好,",差评
3291,都没有电话通知,差评
3292,都是欺骗消费者的 ,差评
3293,对不起差评,差评
3294,"对不起差评,",差评
3295,对产品不满意,差评
3296,对产品不满意。,差评
3297,对京东超级失望,差评
3298,对京东失望,差评
3299,"对京东是失望了,",差评
3300,对京东太失望,差评
3301,对九阳很失望。,差评
3302,对商品很是不满意!,差评
3303,对这次的购物商品十分不满意,差评
3304,对这次购物很失望,差评
3305,对这次购物很失望。,差评
3306,对这次购物失望至极,差评
3307,对这次苏宁易购的网购非常失望,差评
3308,对这次网络十二分的不满意,差评
3309,对这个购物很不满意,差评
3310,"对这个购物很不满意,",差评
3311,对这款产品失望,差评
3312,"对这款产品失望,",差评
3313,而且也有些小失望,差评
3314,反正是让人无语,差评
3315,"反正这次在你家购物很是不愉快,我在网上购物最不愉快的一次!",差评
3316,非常不好,差评
3317,非常不好!,差评
3318,"非常不好,",差评
3319,非常不好的机器,差评
3320,非常不好非常非常不好不好,差评
3321,非常不好谁买谁上当,差评
3322,非常不满,差评
3323,非常不满意,差评
3324,非常不满意 ,差评
3325,非常不满意!,差评
3326,"非常不满意,",差评
3327,"非常不满意,差评!",差评
3328,"非常不满意,和实体店不一样",差评
3329,非常不满意。,差评
3330,非常不满意的一次购物,差评
3331,"非常不满意的一次购物,",差评
3332,非常不满意的一次购物。,差评
3333,非常不满意的一次购物旅程,差评
3334,非常差,差评
3335,"非常的差,",差评
3336,"非常的差,让人气愤",差评
3337,非常非常差的一次网购,差评
3338,非常非常失望的一次购物,差评
3339,非常好!喜欢!,差评
3340,非常垃圾。,差评
3341,非常垃圾的东西,差评
3342,非常让我不满意,差评
3343,非常让我不满意!,差评
3344,非常生气!,差评
3345,非常失败的一次购物,差评
3346,非常失望,差评
3347,非常失望的一次购物,差评
3348,非常失望的一次购物  差评,差评
3349,"非常失望的一次购物,",差评
3350,非常失望的一次网购,差评
3351,非常窝心的一次购物,差评
3352,非常一次不愉快的购物!忽悠人!,差评
3353,非常郁闷.,差评
3354,"刚买到的产品没有想象中的好,",差评
3355,个人不满意,差评
3356,个人不是很建议大家购买。,差评
3357,个人不喜欢,差评
3358,各位千万不要上当了,差评
3359,各种不满意,差评
3360,各种敷衍,差评
3361,给差评,差评
3362,"给差评,",差评
3363,给差评都不足以表达我的不满意,差评
3364,给差评都不足以表达我的不满意!,差评
3365,"给差评还的是差评,这还是第一次给的差评!",差评
3366,"给差评很简单,",差评
3367,给差评你们第一个,差评
3368,给差评一枚,差评
3369,给个差评,差评
3370,"给个差评,",差评
3371,给个差评。,差评
3372,给个差评吧,差评
3373,给个差评吧?,差评
3374,给个差评了,差评
3375,给个大大的差评,差评
3376,"给好评,但不是很满意0",差评
3377,给卖家差评,差评
3378,给你们个差评,差评
3379,给一颗星都嫌多,差评
3380,给一星差评的,差评
3381,给予差评,差评
3382,给予差评!,差评
3383,根本就没有说的那么好,差评
3384,"根本就没有说的那么好,",差评
3385,根本就是糟粕,差评
3386,跟想象的差了点,差评
3387,更不满意。,差评
3388,购物多年第一次差评!,差评
3389,够垃圾的,差评
3390,果断差评,差评
3391,果断差评!,差评
3392,果断差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!,差评
3393,果断差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!差评!!!,差评
3394,"果断差评,一星都不想给!",差评
3395,"果断差评,真没想到这是让人气愤的一次购物",差评
3396,果断差评。,差评
3397,果断给差评,差评
3398,果断给差评!,差评
3399,果然不能贪便宜,差评
3400,果然不一样,差评
3401,还行就是安装配件贵,差评
3402,还是给了你差评,差评
3403,还是给全5分好评了吧 ,差评
3404,好好好!必须五星,差评
3405,"好垃圾,",差评
3406,好失败的一次购物,差评
3407,"好失望,",差评
3408,好无语,差评
3409,很不好,差评
3410,"很不好,",差评
3411,"很不好,很差的。",差评
3412,很不好的一次购物体验,差评
3413,"很不开心的一次网购,",差评
3414,很不满意,差评
3415,"很不满意,",差评
3416,很不满意的一次购物,差评
3417,很不满意的一次购物!!!!!!!,差评
3418,"很不满意的一次购物,",差评
3419,"很不愉快,垃圾产品,现在九阳越做越差了",差评
3420,很不愉快得一次网购,差评
3421,很不愉快的一次购物,差评
3422,很不愉快的一次购物!,差评
3423,很不愉快的一次购物。,差评
3424,很差,差评
3425,很差 ,差评
3426,很差!,差评
3427,"很差,",差评
3428,"很差,是我用过的最差的一个。",差评
3429,很差。,差评
3430,很差:,差评
3431,很差的购物体验,差评
3432,很差的购物体验。,差评
3433,很差的一次购物,差评
3434,"很差的一次购物,",差评
3435,"很差的一次购物体验,",差评
3436,很差的一次够物,差评
3437,很差的一个牌子呀,差评
3438,很差很差!东西差劲,差评
3439,很差劲,差评
3440,很差劲 ,差评
3441,很差劲的东西,差评
3442,很差劲的一次购物,差评
3443,"很差劲的一次购物,",差评
3444,很差劲没有,差评
3445,很差一次购买,差评
3446,很差一次购买。,差评
3447,很担心,差评
3448,很后悔,差评
3449,很后悔买了个这样的,差评
3450,很后悔在网店买了!,差评
3451,"很纠结,",差评
3452,很垃圾,差评
3453,"很垃圾,",差评
3454,很烂,差评
3455,很烂。。。。。。。。,差评
3456,"很少差评,这次非评不可!",差评
3457,很生气,差评
3458,很失败的一次购物,差评
3459,很失败的一次购物。,差评
3460,很失败的一次网购,差评
3461,很失败一次购物,差评
3462,很失败一次购物。,差评
3463,很失望,差评
3464,很失望!,差评
3465,很失望!!!,差评
3466,"很失望,",差评
3467,很失望。,差评
3468,很失望的一次购物,差评
3469,很失望的一次购物!,差评
3470,"很失望的一次购物,",差评
3471,很失望很失望呀,差评
3472,"很是不满意,",差评
3473,很无语,差评
3474,"很无语,不开心!",差评
3475,很无语的一次购物,差评
3476,"很无语的一次购物,",差评
3477,很无语和无奈。,差评
3478,很想打差评的,差评
3479,"很想打差评的,",差评
3480,很郁闷 ,差评
3481,很郁闷!,差评
3482,"很郁闷,",差评
3483,很郁闷很郁闷,差评
