sentence_id,category,dimension,sentence,emotion
7516,ฒสต็,ฒ๚ฦท,ฟษาิาปผาศหาปฦ๐ด๒ำฮฯทมห,บรฦภ
7517,ฒสต็,ฒ๚ฦท,รใวฟฟษาิด๒ำฮฯท,บรฦภ
7518,ฒสต็,ฒ๚ฦท,ด๒ำฮฯทำร,บรฦภ
7519,ฒสต็,ฒ๚ฦท,ฦฝสฑด๒ำฮฯทำรฃฟ,บรฦภ
7520,ฒสต็,ฒ๚ฦท,ปนหใฟษาิอๆำฮฯทฐษ,บรฦภ
7521,ฒสต็,ฒ๚ฦท,ำฮฯทฬซฮÞมฤ,ึะฦภ
7522,ฒสต็,ฒ๚ฦท,ำะำฮฯท,บรฦภ
7523,ฒสต็,ฒ๚ฦท,ำะะกำฮฯท,บรฦภ
7524,ฒสต็,ฒ๚ฦท,ดีบฯฐษฤÜด๒ำฮฯท,ึะฦภ
7525,ฒสต็,ฒ๚ฦท,ฟษาิด๒ำฮฯท,บรฦภ
7526,ฒสต็,ฒ๚ฦท,หอมหนาผÜ,บรฦภ
7527,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7528,ฒสต็,ฒ๚ฦท,นาผÜบÜบรำร,บรฦภ
7529,ฒสต็,ฒ๚ฦท,หอนาผÜ,บรฦภ
7530,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7531,ฒสต็,ฒ๚ฦท,นาผÜบÜฦฏมม,บรฦภ
7532,ฒสต็,ฒ๚ฦท,ื๓ำาฟษะýืชนาผÜ,บรฦภ
7533,ฒสต็,ฒ๚ฦท,ึงผÜษ่ผฦณฌิÞ,บรฦภ
7534,ฒสต็,ฒ๚ฦท,ึงผÜึสมฟฒปดํ,บรฦภ
7535,ฒสต็,ฒ๚ฦท,ผÜืำบÜภฮนฬ,บรฦภ
7536,ฒสต็,ฒ๚ฦท,นาผÜบÜฑใาห,บรฦภ
7537,ฒสต็,ฒ๚ฦท,ำศฦไสวฝลผÜนาผÜบฯาปตฤษ่ผฦทวณฃฬ๙ะฤปทฑฃ,บรฦภ
7538,ฒสต็,ฒ๚ฦท,นาฦ๐ภดธüบร,บรฦภ
7539,ฒสต็,ฒ๚ฦท,นาฦ๐ภดธüบร,บรฦภ
7540,ฒสต็,ฒ๚ฦท,ปนหอมหนาผÜ,บรฦภ
7541,ฒสต็,ฒ๚ฦท,ฑณลไำะฐฒืฐนาผÜ,บรฦภ
7542,ฒสต็,ฒ๚ฦท,ฑศอฌสฑย๒ตฤฒปฟษต๗ผÜืำบรNฑถ,บรฦภ
7543,ฒสต็,ฒ๚ฦท,ต็สำนาผÜบÜสตำร,บรฦภ
7544,ฒสต็,ฒ๚ฦท,ต็สำึงผÜบÜบร,บรฦภ
7545,ฒสต็,ฒ๚ฦท,ต็สำึงผÜึสมฟาฒทวณฃฒปดํ,บรฦภ
7546,ฒสต็,ฒ๚ฦท,ธ฿ึสมฟตฤถเฝวถศฦซืชึงผÜ,บรฦภ
7547,ฒสต็,ฒ๚ฦท,ธ๘ตฤนาผÜบÜบร,บรฦภ
7548,ฒสต็,ฒ๚ฦท,ธ๘ตฤึงผÜาฒตฝมห,บรฦภ
7549,ฒสต็,ฒ๚ฦท,นาผÜตฤะิฤÜำลิฝ,บรฦภ
7550,ฒสต็,ฒ๚ฦท,นาผÜบÜฒปดํ,บรฦภ
7551,ฒสต็,ฒ๚ฦท,นาผÜบÜธ๘มฆ,บรฦภ
7552,ฒสต็,ฒ๚ฦท,นาผÜบÜบร,บรฦภ
7553,ฒสต็,ฒ๚ฦท,นาผÜฝแสต,บรฦภ
7554,ฒสต็,ฒ๚ฦท,นาผÜสวบฃะลิญืฐนาผÜ,บรฦภ
7555,ฒสต็,ฒ๚ฦท,นาผÜึสมฟฒปดํ,บรฦภ
7556,ฒสต็,ฒ๚ฦท,นาผÜึสมฟณฌผถบร,บรฦภ
7557,ฒสต็,ฒ๚ฦท,นาฦ๐ภดธüบร,บรฦภ
7558,ฒสต็,ฒ๚ฦท,ปนหอมหาปธ๖นาผÜ,บรฦภ
7559,ฒสต็,ฒ๚ฦท,ปนหอมหนาผÜ,บรฦภ
7560,ฒสต็,ฒ๚ฦท,ปนหอมหฮาึงผÜ,บรฦภ
7561,ฒสต็,ฒ๚ฦท,ปนหอมหึงผÜ,บรฦภ
7562,ฒสต็,ฒ๚ฦท,ปนหอมหึงผÜ,บรฦภ
7563,ฒสต็,ฒ๚ฦท,ปนหอมหึงผÜ,บรฦภ
7564,ฒสต็,ฒ๚ฦท,บÜสตำรตฤึงผÜ,บรฦภ
7565,ฒสต็,ฒ๚ฦท,ผÜืำบÜอฆภฮนฬ,บรฦภ
7566,ฒสต็,ฒ๚ฦท,ผÜืำบÜภฮนฬ,บรฦภ
7567,ฒสต็,ฒ๚ฦท,ผÜืำอฆฝแสตตฤ,บรฦภ
7568,ฒสต็,ฒ๚ฦท,ผÜืำึสมฟฒปดํ,บรฦภ
7569,ฒสต็,ฒ๚ฦท,ผÜืำึสมฟปนะะ,ึะฦภ
7570,ฒสต็,ฒ๚ฦท,หอตฤึงผÜทวณฃบร,บรฦภ
7571,ฒสต็,ฒ๚ฦท,หอตฤึงผÜาฒฒปดํ,บรฦภ
7572,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7573,ฒสต็,ฒ๚ฦท,ศ๔น๛ืิด๘นาผÜพอธüอ๊รภมห,ึะฦภ
7574,ฒสต็,ฒ๚ฦท,ย๒มหห๗ฤแต็สำืิด๘นาผÜ,บรฦภ
7575,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7576,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7577,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7578,ฒสต็,ฒ๚ฦท,ถ๘วาปนืิด๘นาผÜ,บรฦภ
7579,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7580,ฒสต็,ฒ๚ฦท,ป๚ฦ๗ืิด๘นาผÜ,บรฦภ
7581,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7582,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7583,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7584,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7585,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜฒปบร,ฒ๎ฦภ
7586,ฒสต็,ฒ๚ฦท,ฑพป๚ืิด๘ื๙นามฝำรึงผÜ,บรฦภ
7587,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7588,ฒสต็,ฒ๚ฦท,ำศฦไสวืิด๘นาผÜ,บรฦภ
7589,ฒสต็,ฒ๚ฦท,ฟษาิืิด๘นาผÜ,บรฦภ
7590,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7591,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7592,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜสกมหนาผÜวฎ,บรฦภ
7593,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜบÜทฝฑใ,บรฦภ
7594,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7595,ฒสต็,ฒ๚ฦท,ึสมฟทวณฃบรตฤาปฟ๎ึงผÜ,บรฦภ
7596,ฒสต็,ฒ๚ฦท,ึงผÜำรตฤศýะวิญืฐตฤ,บรฦภ
7597,ฒสต็,ฒ๚ฦท,ึงผÜบÜฮศ,บรฦภ
7598,ฒสต็,ฒ๚ฦท,ึงผÜฝแสต,บรฦภ
7599,ฒสต็,ฒ๚ฦท,าชฤÜหอนาผÜพอณฌิÞมห,บรฦภ
7600,ฒสต็,ฒ๚ฦท,ีโฟ๎ต็สำสวืิด๘นาผÜตฤ,บรฦภ
7601,ฒสต็,ฒ๚ฦท,นาผÜบÜสตำร,บรฦภ
7602,ฒสต็,ฒ๚ฦท,ำศฦไสวฝลผÜนาผÜบฯาปตฤษ่ผฦทวณฃฬ๙ะฤปทฑฃ,บรฦภ
7603,ฒสต็,ฒ๚ฦท,ึงผÜฒปดํ,บรฦภ
7604,ฒสต็,ฒ๚ฦท,ึงผÜฒปดํ,บรฦภ
7605,ฒสต็,ฒ๚ฦท,ึงผÜษ่ผฦณฌิÞ,บรฦภ
7606,ฒสต็,ฒ๚ฦท,ึงผÜษ่ผฦณฌิÞ,บรฦภ
7607,ฒสต็,ฒ๚ฦท,ึงผÜึสมฟบร,บรฦภ
7608,ฒสต็,ฒ๚ฦท,ืิด๘ตฤนาผÜฦฏมมสตำร,บรฦภ
7609,ฒสต็,ฒ๚ฦท,"หอมหนาผÜ,ำะตใวแวษาฒฤÜณะสÜต็สำ",ึะฦภ
7610,ฒสต็,ฒ๚ฦท,ืิผบย๒มหนาผÜ,ึะฦภ
7611,ฒสต็,ฒ๚ฦท,หอนาผÜ,บรฦภ
7612,ฒสต็,ฒ๚ฦท,ฒปลไึงผÜ,ฒ๎ฦภ
7613,ฒสต็,ฒ๚ฦท,ฒปหอนาผÜ,ฒ๎ฦภ
7614,ฒสต็,ฒ๚ฦท,ฒปหอนาผÜ,ฒ๎ฦภ
7615,ฒสต็,ฒ๚ฦท,ฒปหอนาผÜ,ฒ๎ฦภ
7616,ฒสต็,ฒ๚ฦท,ธ๖ศหธะพ๕นาผÜึสมฟาปฐใ,ึะฦภ
7617,ฒสต็,ฒ๚ฦท,นาผÜฒปฑใาห,ฒ๎ฦภ
7618,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7619,ฒสต็,ฒ๚ฦท,นาผÜฒปบร,ฒ๎ฦภ
7620,ฒสต็,ฒ๚ฦท,นาผÜฒปฤÜำร,ฒ๎ฦภ
7621,ฒสต็,ฒ๚ฦท,นาผÜฒปฯฒปถ,ฒ๎ฦภ
7622,ฒสต็,ฒ๚ฦท,นาผÜฒปบร,ฒ๎ฦภ
7623,ฒสต็,ฒ๚ฦท,นาผÜฬซบ๑มห,ฒ๎ฦภ
7624,ฒสต็,ฒ๚ฦท,นาผÜบอฯึสตฟดตฝตฤฒปาปั๙,ฒ๎ฦภ
7625,ฒสต็,ฒ๚ฦท,นาผÜบÜฟำต๙,ฒ๎ฦภ
7626,ฒสต็,ฒ๚ฦท,นาผÜึสมฟฒปบร,ฒ๎ฦภ
7627,ฒสต็,ฒ๚ฦท,นาผÜพอาปธ๙ฬ๚น๗,ฒ๎ฦภ
7628,ฒสต็,ฒ๚ฦท,นาผÜรปสีตฝ,ฒ๎ฦภ
7629,ฒสต็,ฒ๚ฦท,นาผÜรปำะสีตฝกฃ,ฒ๎ฦภ
7630,ฒสต็,ฒ๚ฦท,นาผÜรปำะหอกฃ,ฒ๎ฦภ
7631,ฒสต็,ฒ๚ฦท,นาผÜฒปบร,ฒ๎ฦภ
7632,ฒสต็,ฒ๚ฦท,นาผÜาฒรปหอ,ฒ๎ฦภ
7633,ฒสต็,ฒ๚ฦท,นาผÜำรฒปมห,ฒ๎ฦภ
7634,ฒสต็,ฒ๚ฦท,นาผÜึสมฟฒปบระ่าชย๒,ฒ๎ฦภ
7635,ฒสต็,ฒ๚ฦท,นาผÜฬซบ๑มห,ฒ๎ฦภ
7636,ฒสต็,ฒ๚ฦท,นาผÜึสมฟฒปิ๕รดบร,ฒ๎ฦภ
7637,ฒสต็,ฒ๚ฦท,ป๎ถฏตฤฬุปÝึงผÜรปำร,ฒ๎ฦภ
7638,ฒสต็,ฒ๚ฦท,รปำะหอนาผÜ,ฒ๎ฦภ
7639,ฒสต็,ฒ๚ฦท,ลไฬืตฤนาผÜทวณฃฒปบรืฐ,ฒ๎ฦภ
7640,ฒสต็,ฒ๚ฦท,วๅตฅภ๏รปำะึงผÜ,ฒ๎ฦภ
7641,ฒสต็,ฒ๚ฦท,วๅตฅภ๏รปำะึงผÜ,ฒ๎ฦภ
7642,ฒสต็,ฒ๚ฦท,ศฑตใสวนาผÜึปำะมฝธ๖ยÝฟฺ,ฒ๎ฦภ
7643,ฒสต็,ฒ๚ฦท,ำรตฤนาผÜฬซผ๒ตฅพอบแตฤาปฬ๕,ฒ๎ฦภ
7644,ฒสต็,ฒ๚ฦท,ึงผÜฒปบร,ฒ๎ฦภ
7645,ฒสต็,ฒ๚ฦท,ึงผÜรปำะ,ฒ๎ฦภ
7646,ฒสต็,ฒ๚ฦท,ึงผÜรปำะ,ฒ๎ฦภ
7647,ฒสต็,ฒ๚ฦท,ึงผÜฤÜนาิฺวฝษฯาฒฤÜึงิฺืภืำษฯ,ฒ๎ฦภ
7648,ฒสต็,ฒ๚ฦท,ืิด๘ตฤนาผÜฒปบรปนตรืิผบิูย๒,ฒ๎ฦภ
7649,ฒสต็,ฒ๚ฦท,ธ๙ฑพฒปสวภึสำืจำรึงผÜ,ฒ๎ฦภ
7650,ฒสต็,ฒ๚ฦท,ฑฺนาผÜำะตใฟำต๙,ึะฦภ
7651,ฒสต็,ฒ๚ฦท,ฒปธ๘ด๘ึงผÜ,ฒ๎ฦภ
7652,ฒสต็,ฒ๚ฦท,ฒปธ๘ด๘ึงผÜ,ฒ๎ฦภ
7653,ฒสต็,ฒ๚ฦท,ฒปธ๘ด๘ึงผÜ,ฒ๎ฦภ
7654,ฒสต็,ฒ๚ฦท,ฒปลไึงผÜ,ฒ๎ฦภ
7655,ฒสต็,ฒ๚ฦท,ต็สำตฤนาผÜำะะฉบ๑,ึะฦภ
7656,ฒสต็,ฒ๚ฦท,ทวณฃตฅฑกตฤนาผÜ,ฒ๎ฦภ
7657,ฒสต็,ฒ๚ฦท,นาป๚ผÜึสมฟฒ๎ตใ,ึะฦภ
7658,ฒสต็,ฒ๚ฦท,นาผÜฒปสวบÜบรำร,ึะฦภ
7659,ฒสต็,ฒ๚ฦท,นาผÜฒปสวภึสำตฤ,ฒ๎ฦภ
7660,ฒสต็,ฒ๚ฦท,นาผÜฒปสวอผฦฌษฯตฤฤวึึ,ฒ๎ฦภ
7661,ฒสต็,ฒ๚ฦท,นาผÜตฤำรฒฤีๆตฤบÜาปฐใ,ึะฦภ
7662,ฒสต็,ฒ๚ฦท,นาผÜตอมำ,ฒ๎ฦภ
7663,ฒสต็,ฒ๚ฦท,นาผÜภฌป๘,ฒ๎ฦภ
7664,ฒสต็,ฒ๚ฦท,นาผÜย้ทณ,ฒ๎ฦภ
7665,ฒสต็,ฒ๚ฦท,นาผÜฒปบร,ฒ๎ฦภ
7666,ฒสต็,ฒ๚ฦท,นาผÜึสมฟฒปะะ,ฒ๎ฦภ
7667,ฒสต็,ฒ๚ฦท,นาผÜฬซผ๒ยช,ฒ๎ฦภ
7668,ฒสต็,ฒ๚ฦท,นาผÜฬซผ๒ยช,ฒ๎ฦภ
7669,ฒสต็,ฒ๚ฦท,นาผÜาฒรปหอ,ฒ๎ฦภ
7670,ฒสต็,ฒ๚ฦท,นาผÜำะาปธ๖ผ๒าืหฎฦฝาว,ฒ๎ฦภ
7671,ฒสต็,ฒ๚ฦท,นาผÜึสมฟฒปฬซบร,ฒ๎ฦภ
7672,ฒสต็,ฒ๚ฦท,ึงผÜึสมฟำะฮสฬโ,ฒ๎ฦภ
7673,ฒสต็,ฒ๚ฦท,ึงผÜรปหอ,ฒ๎ฦภ
7674,ฒสต็,ฒ๚ฦท,พอสวนาผÜฑศฝฯะก,ึะฦภ
7675,ฒสต็,ฒ๚ฦท,ฟษสวบÜวแถ๘วาืิด๘ตฤหÜมฯึงผÜฟดษฯศฅสติฺฬซดเศ๕มห,ฒ๎ฦภ
7676,ฒสต็,ฒ๚ฦท,ฟอปงย๒มหึงผÜาฒาชบฃะลตฤึงผÜฒลธ๘ฐฒืฐ,ฒ๎ฦภ
7677,ฒสต็,ฒ๚ฦท,รปำะหอนาผÜ,ฒ๎ฦภ
7678,ฒสต็,ฒ๚ฦท,ศ็น๛ฤÜด๘ฐฒวฝษฯตฤผÜืำพอธüบรมห,ฒ๎ฦภ
7679,ฒสต็,ฒ๚ฦท,ศýฬ๕ฬ๚ึงผÜ,ฒ๎ฦภ
7680,ฒสต็,ฒ๚ฦท,หอตฤนาผÜฒปีฆั๙,ฒ๎ฦภ
7681,ฒสต็,ฒ๚ฦท,หอตฤนาผÜดฮมหะฉ,ฒ๎ฦภ
7682,ฒสต็,ฒ๚ฦท,ฯฤฦีฬแนฉตฤฒปฤÜถฏตฤนาผÜ,ฒ๎ฦภ
7683,ฒสต็,ฒ๚ฦท,ึงผÜฒปบร,ฒ๎ฦภ
7684,ฒสต็,ฒ๚ฦท,ึงผÜฒปบร,ฒ๎ฦภ
7685,ฒสต็,ฒ๚ฦท,ึงผÜฒปิ๕รดบร,ฒ๎ฦภ
7686,ฒสต็,ฒ๚ฦท,ึงผÜรปำะ,ฒ๎ฦภ
7687,ฒสต็,ฒ๚ฦท,ึงผÜฬซบฎฒ๕มห,ฒ๎ฦภ
7688,ฒสต็,ฒ๚ฦท,นาผÜฒปบร,ฒ๎ฦภ
7689,ฒสต็,ฒ๚ฦท,ีโธ๖ผÜืำบÜฒ๎,ฒ๎ฦภ
7690,ฒสต็,ฒ๚ฦท,ึงผÜฒปดํ,บรฦภ
7691,ฒสต็,ฒ๚ฦท,ึงผÜษ่ผฦณฌิÞ,บรฦภ
7692,ฒสต็,ฒ๚ฦท,ึงผÜษ่ผฦณฌิÞ,บรฦภ
7693,ฒสต็,ฒ๚ฦท,ึงผÜึสมฟบร,บรฦภ
7694,ฒสต็,ฒ๚ฦท,ืิด๘ตฤนาผÜฦฏมมสตำร,บรฦภ
7695,ฒสต็,ฒ๚ฦท,"หอมหนาผÜ,ำะตใวแวษาฒฤÜณะสÜต็สำ",ึะฦภ
7696,ฒสต็,ฒ๚ฦท,ืิผบย๒มหนาผÜ,ึะฦภ
7697,ฒสต็,ฒ๚ฦท,หอนาผÜ,บรฦภ
7698,ฒสต็,ฒ๚ฦท,ฒปลไึงผÜ,ฒ๎ฦภ
7699,ฒสต็,ฒ๚ฦท,ฒปหอนาผÜ,ฒ๎ฦภ
7700,ฒสต็,ฒ๚ฦท,ฒปหอนาผÜ,ฒ๎ฦภ
7701,ฒสต็,ฒ๚ฦท,ฒปหอนาผÜ,ฒ๎ฦภ
7702,ฒสต็,ฒ๚ฦท,ธ๖ศหธะพ๕นาผÜึสมฟาปฐใ,ึะฦภ
7703,ฒสต็,ฒ๚ฦท,ผÜืำึสมฟปนะะ,บรฦภ
7704,ฒสต็,ฒ๚ฦท,หอตฤึงผÜทวณฃบรกฃ,บรฦภ
7705,ฒสต็,ฒ๚ฦท,หอตฤึงผÜาฒฒปดํ,บรฦภ
7706,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7707,ฒสต็,ฒ๚ฦท,ศ๔น๛ืิด๘นาผÜพอธüอ๊รภมห,ึะฦภ
7708,ฒสต็,ฒ๚ฦท,ย๒มหห๗ฤแต็สำืิด๘นาผÜ,บรฦภ
7709,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7710,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜกฃ,บรฦภ
7711,ฒสต็,ฒ๚ฦท,ีโธ๖ป๚ืำืิด๘นาผÜกฃ,บรฦภ
7712,ฒสต็,ฒ๚ฦท,ถ๘วาปนืิด๘นาผÜ,บรฦภ
7713,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7714,ฒสต็,ฒ๚ฦท,ป๚ฦ๗ืิด๘นาผÜกฃ,บรฦภ
7715,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜกฃ,บรฦภ
7716,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜกฃ,บรฦภ
7717,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜกฃ,บรฦภ
7718,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜกฃ,บรฦภ
7719,ฒสต็,ฒ๚ฦท,นาผÜบÜฟำต๙กฃ,ฒ๎ฦภ
7720,ฒสต็,ฒ๚ฦท,นาผÜึสมฟฒปบร,ฒ๎ฦภ
7721,ฒสต็,ฒ๚ฦท,นาผÜพอาปธ๙ฬ๚น๗กฃ,ฒ๎ฦภ
7722,ฒสต็,ฒ๚ฦท,นาผÜรปสีตฝกฃ,ฒ๎ฦภ
7723,ฒสต็,ฒ๚ฦท,นาผÜรปำะสีตฝกฃ,ฒ๎ฦภ
7724,ฒสต็,ฒ๚ฦท,นาผÜรปำะหอกฃ,ฒ๎ฦภ
7725,ฒสต็,ฒ๚ฦท,นาผÜฒปบร,ฒ๎ฦภ
7726,ฒสต็,ฒ๚ฦท,นาผÜาฒรปหอ,ฒ๎ฦภ
7727,ฒสต็,ฒ๚ฦท,นาผÜำรฒปมหกฃ,ฒ๎ฦภ
7728,ฒสต็,ฒ๚ฦท,นาผÜึสมฟฒปบระ่าชย๒,ฒ๎ฦภ
7729,ฒสต็,ฒ๚ฦท,นาผÜบÜบรำรกฃ,บรฦภ
7730,ฒสต็,ฒ๚ฦท,หอนาผÜกฃ,บรฦภ
7731,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜกฃ,บรฦภ
7732,ฒสต็,ฒ๚ฦท,นาผÜบÜฦฏมมกฃ,บรฦภ
7733,ฒสต็,ฒ๚ฦท,ื๓ำาฟษะýืชนาผÜ,บรฦภ
7734,ฒสต็,ฒ๚ฦท,ึงผÜษ่ผฦณฌิÞกฃ,บรฦภ
7735,ฒสต็,ฒ๚ฦท,ึงผÜึสมฟฒปดํ,บรฦภ
7736,ฒสต็,ฒ๚ฦท,ผÜืำบÜภฮนฬกฃ,บรฦภ
7737,ฒสต็,ฒ๚ฦท,นาผÜบÜฑใาหกฃ,บรฦภ
7738,ฒสต็,ฒ๚ฦท,นาผÜฒปฦฅลไ,ฒ๎ฦภ
7739,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7740,ฒสต็,ฒ๚ฦท,ฒปลไนาผÜ,ฒ๎ฦภ
7741,ฒสต็,ฒ๚ฦท,ฒปลไึงผÜ,ฒ๎ฦภ
7742,ฒสต็,ฒ๚ฦท,ตืื๙นาผÜาปฬๅบÜบร,บรฦภ
7743,ฒสต็,ฒ๚ฦท,ตฺถþดฮนบย๒ธรต็สำนาผÜ,ึะฦภ
7744,ฒสต็,ฒ๚ฦท,ต็สำนาผÜพอาปตใตใด๓,ึะฦภ
7745,ฒสต็,ฒ๚ฦท,ต็สำืิด๘นาผÜ,บรฦภ
7746,ฒสต็,ฒ๚ฦท,ต็สำนาผÜึสมฟฝฯบร,บรฦภ
7747,ฒสต็,ฒ๚ฦท,ต็สำนาผÜึสมฟฝฯบร,บรฦภ
7748,ฒสต็,ฒ๚ฦท,ทขมหฑฺนาผÜืำ,บรฦภ
7749,ฒสต็,ฒ๚ฦท,ทฝฑใตฤาปฟ๎ต็สำนาผÜ,บรฦภ
7750,ฒสต็,ฒ๚ฦท,นาผÜึสมฟิูบรตใพอธüอ๊รภมห,ึะฦภ
7751,ฒสต็,ฒ๚ฦท,นาผÜฒปดํ,บรฦภ
7752,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7753,ฒสต็,ฒ๚ฦท,นาผÜฒปบร,ฒ๎ฦภ
7754,ฒสต็,ฒ๚ฦท,นาผÜฒปฤÜำร,ฒ๎ฦภ
7755,ฒสต็,ฒ๚ฦท,นาผÜฒปสวบÜบร,ึะฦภ
7756,ฒสต็,ฒ๚ฦท,นาผÜฒปสวบÜบรำร,ึะฦภ
7757,ฒสต็,ฒ๚ฦท,นาผÜฒปสวภึสำตฤ,ฒ๎ฦภ
7758,ฒสต็,ฒ๚ฦท,นาผÜฒ๎มหตใ,ึะฦภ
7759,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7760,ฒสต็,ฒ๚ฦท,นาผÜึสมฟำะฮสฬโ,ฒ๎ฦภ
7761,ฒสต็,ฒ๚ฦท,นาผÜนฆฤÜวฟ,บรฦภ
7762,ฒสต็,ฒ๚ฦท,นาผÜปนฒปดํ,บรฦภ
7763,ฒสต็,ฒ๚ฦท,นาผÜบÜฒปดํ,บรฦภ
7764,ฒสต็,ฒ๚ฦท,นาผÜบÜฒปดํ,บรฦภ
7765,ฒสต็,ฒ๚ฦท,นาผÜบÜธ๘มฆ,บรฦภ
7766,ฒสต็,ฒ๚ฦท,นาผÜบÜบร,บรฦภ
7767,ฒสต็,ฒ๚ฦท,นาผÜบÜบรบÜฝแสตบÜฑใาห,บรฦภ
7768,ฒสต็,ฒ๚ฦท,นาผÜบ๑ึุธะสฎืใ,บรฦภ
7769,ฒสต็,ฒ๚ฦท,นาผÜึสมฟฝฯบร,บรฦภ
7770,ฒสต็,ฒ๚ฦท,นาผÜฝแสต,บรฦภ
7771,ฒสต็,ฒ๚ฦท,นาผÜฝแสตฐฒืฐทฝฑใ,บรฦภ
7772,ฒสต็,ฒ๚ฦท,นาผÜพอบÜฟำ,ฒ๎ฦภ
7773,ฒสต็,ฒ๚ฦท,นาผÜพอบÜฟำ,ฒ๎ฦภ
7774,ฒสต็,ฒ๚ฦท,นาผÜย้ทณ,ฒ๎ฦภ
7775,ฒสต็,ฒ๚ฦท,นาผÜฬซบ๑มห,ฒ๎ฦภ
7776,ฒสต็,ฒ๚ฦท,นาผÜฬซบ๑มห,ฒ๎ฦภ
7777,ฒสต็,ฒ๚ฦท,นาผÜอฆบรตฤ,บรฦภ
7778,ฒสต็,ฒ๚ฦท,นาผÜอฆบรตฤ,บรฦภ
7779,ฒสต็,ฒ๚ฦท,นาผÜฮดฑุฒ๎ิฺฤฤถ๙,บรฦภ
7780,ฒสต็,ฒ๚ฦท,ืิด๘นาผÜ,บรฦภ
7781,ฒสต็,ฒ๚ฦท,นาผÜึสมฟฒปบระ่าชย๒,ฒ๎ฦภ
7782,ฒสต็,ฒ๚ฦท,นาผÜึสมฟฒปดํ,บรฦภ
7783,ฒสต็,ฒ๚ฦท,นาผÜึสมฟปนฒปดํ,บรฦภ
7784,ฒสต็,ฒ๚ฦท,หอนาผÜ,บรฦภ
7785,ฒสต็,ฒ๚ฦท,นาฦ๐ภดธüบร,บรฦภ
7786,ฒสต็,ฒ๚ฦท,ปนหอนาผÜบอธ฿วๅฯ฿,บรฦภ
7787,ฒสต็,ฒ๚ฦท,ปนหอนาผÜบอธ฿วๅฯ฿บÜสตำร,บรฦภ
7788,ฒสต็,ฒ๚ฦท,ปนหอมหนาผÜ,บรฦภ
7789,ฒสต็,ฒ๚ฦท,ปนหอมหนาผÜบอธ฿วๅฯ฿,บรฦภ
7790,ฒสต็,ฒ๚ฦท,ปนหอมหึงผÜ,บรฦภ
7791,ฒสต็,ฒ๚ฦท,ปนหอมหึงผÜ,บรฦภ
7792,ฒสต็,ฒ๚ฦท,บฺษซป๚ฦ๗พำศปลไึรา๘ฐืึงผÜ,ฒ๎ฦภ
7793,ฒสต็,ฒ๚ฦท,ืิด๘ึงผÜ,บรฦภ
7794,ฒสต็,ฒ๚ฦท,ผÜืำบÜภฮนฬ,บรฦภ
7795,ฒสต็,ฒ๚ฦท,ผÜืำอฆฝแสตตฤ,บรฦภ
7796,ฒสต็,ฒ๚ฦท,ผÜืำอฆฝแสตตฤ,บรฦภ
7797,ฒสต็,ฒ๚ฦท,ผÜืำึสมฟฒปดํ,บรฦภ
7798,ฒสต็,ฒ๚ฦท,ผÜืำึสมฟฒปดํ,บรฦภ
7799,ฒสต็,ฒ๚ฦท,พอธะพ๕ึงผÜะกมหตใตใ,ึะฦภ
7800,ฒสต็,ฒ๚ฦท,ฟษษ์ห๕นาผÜบÜฒปดํ,บรฦภ
